QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Class	CanShare	CanRepeat	CanAssist	NeedAccept	Difficulty	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	MinLevel	MaxLevel	MinMoral	MaxMoral	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValueStr1	QuestValue2	QuestValueStr2	QuestValue3	QuestValueStr3	QuestValue4	QuestValueStr4	QuestValue5	QuestValueStr5	QuestValue6	QuestValueStr6	QuestValue7	QuestValueStr7	QuestValue8	QuestValueStr8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	HidePresent	PresentAll1	PresentAll2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentExp	PresentMoney	PresentMoral	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistMoral	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest
225	村医讨药	杨九江叫你去对面陆家茶铺向万花弟子江明枫讨一张药方。	<F174 杨九江边摆弄一些药草，抬起头看了你一眼。>\n<H28>你也是上少林的吧，出门在外身体可是最重要的。最近我遇到了一种怪病，怎么也想不出方子，你看见<F173 对面陆家茶铺>里面的那位<F173 万花弟子>没？听闻万花医术精湛，可是我一个平头百姓，不好前去烦扰，看你的打扮应是江湖人士，能帮我要张<F171 药方>么？	<F174 杨九江见你停了下来，絮絮向你道出讨药方原委。>\n<H28>辛苦你了！我研究那个怪病有一些时日了，可是依然想不出可行的法子，也查阅了一些医书，可惜没有相关的记载，今日所幸得遇<F173 万花弟子>，望其可以指点一二，救人一命，胜造七级浮屠，想必他也是愿意的。	<F174 杨九江见你停了下来，絮絮向你道出讨药方原委。>\n<H28>辛苦你了！我研究那个怪病有一些时日了，可是依然想不出可行的法子，也查阅了一些医书，可惜没有相关的记载，今日所幸得遇<F173 万花弟子>，望其可以指点一二，救人一命，胜造七级浮屠，想必他也是愿意的。	<F174 杨九江对你连声道谢。>\n<H28>谢谢你，<F173 万花弟子>果真是仁者之心，让我看看<F171 药方>。嗯……居然是这等用法，我怎么就没有想到呢，万花医术果然名副其实啊！	少林前山	1	0		1	普通	16		5	540									13												226																																								5	540										5	544	1	1																																																																																												760																		少林	123	
226	缺的草药	杨九江叫你去山腰水源处打一个嵩蛛的毒囊。	<F174 杨九江专注的看着那张药方，显得异常地兴奋。>\n<H28>原来如此，你说我怎么就没想到呢？正好这张方子上的药材我都有，不过还需要一个<F171 嵩蛛的毒囊>做药引。可惜我年纪大了，行动不便。\n<H28>看你武功不错的样子，你能帮我去<F173 山腰水源>的地方打一个嵩蛛的毒囊做药引么？沿着这条小路一直走就到水源那儿了，多谢。	<F174 杨九江专注的看着那张药方，细细揣摩着。>\n<H28>初看这方子下药很重，居然以<F171 嵩蛛的毒囊>做药引，仔细看来却与其他的几味药相生相克，搭配得宜，反而有奇效，这样的精妙的用法我是参不透的。	<F174 杨九江专注的看着那张药方，细细揣摩着。>\n<H28>初看这方子下药很重，居然以<F171 嵩蛛的毒囊>做药引，仔细看来却与其他的几味药相生相克，搭配得宜，反而有奇效，这样的精妙的用法我是参不透的。	<F174 杨九江珍宝般的接过了你给的毒囊，小心翼翼的将其放入一个密制的小罐中。>\n<H28>又辛苦你了，没错，就是这个<F171 毒囊>，<F172 嵩蛛>生性凶残，又易蜇人，你拿这个也是费了一番劲吧，让我看看你有没有受伤……嗯，你身体很是精壮，看来少林又多了一名好弟子啊。	少林前山	0	0		1	普通	16		5	540									13								225				227																																								5	540										5	545	1	1	501		524288																																																																																									3500																		少林	123	
227	少林的药	杨九江叫你送一味药草给在少林寺天王殿前的药王院师傅慧恩。	<F174 杨九江继续兴奋的看着药方，满意地点点头。>\n<H28><N>,这下可好了，这怪病难不到了我了。我要好好研究一下这张药方……\n<H28>哎呀！突然想起了还要给少林寺药王院的<F173 慧恩>师傅一味药草，可我现在又要研究这张药方，实在是走不开。小兄弟，你进寺的时候帮我把<F171 这味药草>给慧恩师傅可否？他经常在<F173 天王殿前面>办事，在那里一定能够找到他。	说起这个<F173 慧恩>师傅，可真是活菩萨啊，他是药王院的师傅，精通药理，心肠又好，还时常教我医术，甚是感激。你入了少林后，身子有什么不适的，可以找慧恩师傅帮你看看，出门在外的，哪能没个病痛呢。	<F174 慧恩师傅正在和旁边的弟子讨论什么。>\n<H28>	<F174 慧恩接过杨九江带来的药草，和蔼的对你说道>\n<H28>阿弥陀佛！这是<F173 杨施主>带给我的<F171 药草>吧？真是辛苦施主了。杨施主又见好的药方了吧？呵呵，要不是他知道万花弟子经常来少林办事，估计早就搬走了吧。	少林前山	0	0			普通	16		5	540									13								226																																5	546	1										5	551										5	546	1	1																																																																																												760																		少林	123	
228	驱赶嵩蛛	陆旺生叫你去山腰水源处驱赶嵩蛛并拿其身上掉落的嵩蛛头。	<F174 陆旺生招呼着你坐下，并倒了杯茶给你。>\n<H28>看起来你是江湖人士吧，风尘仆仆的，也是上少林的么？快坐下来喝杯茶吧。\n<H28>最近不知道是怎么回事，<F173 山腰水源>的地方出现了好多<F172 嵩蛛>，村里有好几个人都受伤了，看起来你武功不错的样子，可以帮忙去驱赶那些嵩蛛么？沿着这条小路走就到那了。\n<H28>对了，如果打到了<F171 嵩蛛头>，可以给我么？我听说嵩蛛头对治眼睛有奇效。所以劳烦你顺路帮我弄点嵩蛛头给秀秀治眼睛。	<F174 陆旺生关切的叮嘱道。>\n<H28><N>,请多加小心！那里的<F172 嵩蛛>易蜇人，好几位村民都被那畜生给蜇了，不过还好有杨大夫……看见了吗，就是那位杨大夫治好了他们，不然……现在的日子越来越难过了，哎……	<F174 陆旺生关切的叮嘱道。>\n<H28>请多加小心！那里的<F172 嵩蛛>易蜇人，好几位村民都被那畜生给蜇了，不过还好有杨大夫……看见了吗，就是旁边的那位杨大夫治好了他们，不然……现在的日子越来越难过了，哎……	<F174 陆旺生见你平安回来，紧皱的眉头一下舒展开来。>\n<H28><N>,你可平安归来了，看来我是拜托对人了，以后不用担心了<F172 嵩蛛>了，真是谢谢你了。\n<H28><F174 陆旺生把你打到的嵩蛛头小心的用布包好，继续说道>\n<H28>这些<F171 嵩蛛头>也只有你这样好功夫的人才拿得到，我可得收好了。	少林前山	1	0			普通	16		5	535									13												229																																								5	535										5	547	3	1	501		943718																										501	6																																																														3500																		少林	123	
229	好心陆父	陆旺生叫你把嵩蛛头送给对面的陈江。	辛苦你了，快来歇歇，喝杯茶，一定累了吧。\n<H28>太好了，这些<F171 嵩蛛头>我听说对治疗眼病效果甚好，希望能治好秀秀。你能帮我把嵩蛛头给<F173 对面的陈江>么？\n<H28>实在是又要麻烦你了。你知道，两家都是做茶铺生意，所以，呵呵……	谢谢你了！别客气，快喝茶吧，一定把你给累着了，呵呵，看你一身江湖打扮，是上少林的吧，少林的大师们可好了，也多亏他们我们这里的老百姓才可以平静的生活，不过，最近这里有点不太平，你也听说了吧……呵呵，不说这些了，免得耽误你行程。	<F174 陈江见你又来了，还没等你说明缘由，立马对你摆摆手。>\n<H28>你又来了？还没有上山？我不要你打水了，你快上山去吧。再说了，现在取水的地方已经没有<F172 嵩蛛>了。我一个小本生意的，也不容易啊。	<F174 听说是陆旺生托你送来的，陈江停下手中的活，满脸狐疑地接过你手中的嵩蛛头。>\n<H28>是<F173 陆旺生>叫你带给我的？可以治眼病的？他能有这么好心？嗯……不过看你也不会做什么坏事，反正这<F171 嵩蛛头>留着也不是什么坏事，没准还很值钱，等会问问杨老头去。	少林前山	0	0			普通	16		5	535									13								228																																5	547	1										5	536										5	547	1	1																																																																																												760																		少林	123	
230	入门指引	知客僧道弘叫你去天王殿找澄理大师询问入少林之事。	阿弥陀佛，施主远道而来所谓何事？\n<H28>哦，施主有意出家入我少林？此事还请施主去<F173 天王殿>寻<F173 澄理>大师。入门之事皆由澄理大师所管，施主入了寺门便可看见大庭之中有一座宝殿，那便是天王殿，你可在那里寻着澄理大师。	阿弥陀佛，入了寺门便可看到正中有一大殿，那便是<F173 天王殿>了，<F173 澄理>大师便在那里。		  阿弥陀佛！<F171 道清之信>待我一阅，施主请稍待片刻！\n<H28><F174 澄理看了道清的信，神情严肃地望着你。>\n<H28>施主果真有意遁入空门，入我少林么？此事事关施主一生修为，不可儿戏视之！施主可是考虑清楚了？	少林前院	0	0			普通	16		5	550									13												231																5	535	1																						5	552										5	535	1	1																																																																																												760																		少林	123	
231	正式入门	澄理大师确认你是否想入门。	阿弥陀佛，你是否心意已决？若要遁入空门，则当弃绝尘世，万事皆空。断除欲界思惑证，潜心修佛以得成正果，修佛之事却并非三五天之事，需要有迟守之心。你可否能行得出？			阿弥陀佛！你既立定心志修佛，此乃我佛中的一件喜事，少林又岂可不留你。	少林前院	0	0		1	普通	16		5	552									13								230				232																																								5	552																																																																																																									760																		少林	123	
232	碑林历史	澄理叫你去寺门东边的碑林阅读碑文了解少林历史。	入我少林则当知少林之史。北魏孝文帝太和十九年，孝文帝为佛陀在嵩山建了此少林精舍，从此佛陀便在少林传扬佛法。三十余年后，初祖达摩又从天竺来到少林，并将禅宗带至中原。唐武德三年，少林十三棍僧助太宗攻破王仁则大军，为我大唐立下汗马功劳，从此便得大得嘉赏。\n<H28>少林历史在<F173 碑林>皆有详细记载，你现下当去碑林熟读少林史。碑林便是在入寺门右侧的庭院。那里有各种<F171 碑文>，碑上刻有少林史，你须熟记此碑文所记。	阿弥陀佛！	阿弥陀佛！	阿弥陀佛，想来你已清楚我少林历史。	少林前院	0	0		1	普通	16		5	552									13								231				235																																								5	552																																																		1	了解少林历史																																																						760																		少林	123	
233	神策的信	信使叫你交一封文书给天王殿的澄理。	臭小子你给我过来，刚才看见你在和这边的和尚唧唧歪歪？你也是少林的吧，来，给大爷我把<F171 这封信>送给你们管事儿的。\n<H28>他爷爷的，少林还真他娘的大。你知道茅坑在哪儿不？	妈的，还不快去！		阿弥陀佛！有<F173 军官>叫你带信给老衲？待我看看，嗯？原来是<F171 神策来信>，此事非同小可，须立刻告之方丈。	少林前院	0	0		1	普通	16		5	554									13																																								5	548	1										5	552										5	548	1	1																																																																																												760																		少林	123	
234	游客辩禅	游客请你去向旁边的证道院大师解答他们的难题。	我已不想与他争论!\n<H28> 还劳烦小师傅替晚生去请教<F173 道生>师傅究竟是甚么时候的日头离我们更近？	<F173 道生>大师如何作答？	<F173 道生>大师如何作答？	原来如此！晚生明白了！	少林前院	0	0		1	普通	16		5	606									13								340																																												5	606																																																		1	请道元师兄解决游客的争辩																																																						780																		少林	123	
235	洪亮钟声	确认受沙弥戒从此遁入空门，并去钟楼敲钟以示入少林寺。钟楼位于天王殿西边。	阿弥陀佛！今汝剃度出家，属道字辈，当受沙弥戒，以戒修行得以成佛。我今为汝说十戒之相，皆当受戒。\n  沙弥十戒：\n第一，不杀生；第二，不偷盗；第三，不淫；第四，不妄语；第五，不饮酒；\n第六，不着花鬘好香涂身；第七，不歌舞唱伎亦不往观听；第八，不坐卧高广大床；\n第九，不非时食；第十，不捉持金银宝物。\n  现汝已正式遁入空门，今后当谨守十戒，以善其身，得护其体。阿弥陀佛！	你这便去<F171 鸣钟>以示入门吧！	你这便去<F171 鸣钟>以示入门吧！	阿弥陀佛！从今日起，当受戒修行，得以成佛，我今为汝说十戒之相，皆应谨记。	少林前院	0	0		1	普通	16		5	552									13								232				236																																								5	552																																																		1	撞钟																																																						2200																		少林	123	
236	入门拜师	澄理叫你去正门西边的罗汉堂拜慧海为师。	阿弥陀佛！你已是少林弟子，少林寺的弟子要习武强身，你先去<F173 罗汉堂>拜<F173 慧海>为师傅吧，罗汉堂在少林寺正门西边，你在那里好好修为吧。	你要好好修为！<F173 罗汉堂>开始你的初级修行，你在那里好好磨练一番。快去吧，<F173 慧海>正等着你。	<F173 罗汉堂>是初级弟子修为之处。新来的少林弟子都要先经过罗汉堂的修行才能进行更高的修行。	你就是新来的弟子吧，<F173 澄理>大师已经对贫僧提过了，从今之后贫僧就为你师傅，有什么修行的问题都可以来找贫僧。	少林前院	0	0		1	普通	16		5	552									13								235				237																																								5	557																																																																																																									760																		少林	123	
237	师兄切磋	慧海叫你和罗汉堂的师兄道生、道相切磋。	看你是一副练武的好身骨，应该是有一些底子的，看见旁边的师兄<F173 道生>、<F173 道相>了吗？和他们切磋一下吧，让我看看你的武功修为如何。这样才能给你以后的修行安排进程。	同门之间相互切磋是提高修为的好方式。<F173 道生>、<F173 道相>两位师兄在少林多年，功夫底子是很扎实的，和他们切磋你可以很快的明白你自身修为的不足之处在哪，快去吧，这是新来的弟子修行的第一步。	同门之间相互切磋是提高修为的好方式。<F173 道生>、<F173 道相>两位师兄在少林多年，功夫底子是很扎实的，和他们切磋你可以很快的明白你自身修为的不足之处在哪，快去吧，这是新来的弟子修行的第一步。	阿弥陀佛，胜败常事，不必太在意，你的基础吾已知晓，以后就在少林好好修行吧。	少林前院	0	0			普通	16		5	557									13								236				239																																								5	557																																																		1	和师兄切磋																																																						2200																		少林	123	
238	面壁静思	道木叫你询问罗汉堂的慧海师父他切磋失败的原因。	<F174 道木倒立在墙边，皱着眉头似乎在思索什么，看见你后便立即回过神来。>\n<H28>师弟！可否帮我一忙？<F173 慧海>师父说少林寺弟子强在武功修为，我平时很努力的去练武功，可是我为什么和师兄每次切磋的时候还是会输？这次又输了，师父又要我面壁了，你能帮我找师父问一下原因么？我想不通。	真是想不通。明明我已经很勤奋地练习武功，自己也觉得有很大提高，可是为什么还是老输在师兄手下？	同门之间切磋可以提高修为。少林弟子习武是在于强身健体而不是输赢成败，这点你要时刻谨记于心。	少林寺弟子练武功主要在于强身健体，而不在于输赢成败，<F173 道木>老是参不透这一点，练武的时候急功近利，又怎么能有好的修为。	少林前院	1	0			普通	16		5	559									13																																																				5	557																																																																																																									780																		少林	123	
239	伙房报到	慧海叫你去位于天王殿西北方的伙房找慧林报到。	虽然你练武的身骨不错，但是基本功还是差了一点，我已有所打算。你先去<F173 伙房>找<F173 慧林>师傅，伙房就在天王殿西北方。你辈分不高，切忌不要在少林寺内随便奔跑，尤其是不要随意穿过大殿，你去伙房就从天王殿旁边绕过去好了。	<F174 慧海看出你有一点失望的神情。>\n<H28>少林<F173 伙房>可不要轻视，做的虽然是杂事但是可以扎实基本功，而这些基本功是练好少林武学的基础，你快快过去吧。		<F174 慧林看你一副有点不情愿的样子，笑呵呵的对你说道。>\n<H28>是<F173 慧海>师傅叫你过来的吧，别小看这里，少林寺很多武功招式都是从这里出来的，你来这待着个把月就清楚了，少林<F173 伙房>可是习武宝地啊。这儿可以很快提高你的修为。那些高僧们最初都是在伙房修行的。	少林伙房	0	0			普通	17		5	557									14								237				240																																								5	560																																																																																																									820																		少林	123	
240	伙房挑水	慧林叫你去山腰水源处挑水。	<F174 慧林见你来了，从身后拿出一对尖底木桶给你。>\n<H28>来到伙房第一件事情就是去少林寺<F173 山腰处的水源>挑水，中途不能停，不然就要重新挑水，这对<F171 尖底木桶>你拿去吧，速去速回，切记，中途不能停。	记住，中途不能停。不然就重新来过，<F173 伙房>去<F173 山腰>可不近啊。	记住，中途不能停。不然就重新来过，<F173 伙房>去<F173 山腰>可不近啊。	<F174 慧林见你回来了，从身后拿出一对尖底木桶给你。>\n<H28>不错不错，挺快的嘛，有点意思，来让我看看<F171 桶里的水>，一滴都没有溅出来，果真是练武的好底子。挑水回来有没有觉得自己的基本功扎实了许多？……什么？你觉得手臂酸软？呵呵……最初都是这样的啊，多挑几次你就不会有类似的感觉了。	少林伙房	0	0		1	普通	17		5	560									14								239				241																												5	549	1										5	560										5	550	1	1																																																																																												2400																	Scripts\Map\少林\quest\伙房挑水.lua	少林	123	
241	伙房捆柴	慧林给你十根捆柴绳要你去伙房西边的区域去捆十捆柴，十根柴为一捆。	第二件事，你去少林寺<F173 后山>捆<F171 十捆柴>回来吧，你沿着伙房向北走就到了，这里有十根<F171 捆柴绳>你拿去，记住，十根柴为一捆，一定要够数，不许偷懒，不然罚你扫地不准吃饭。	不许偷懒。	不许偷懒。	柴是捆好了，让我来掂量一下你捆的分量。不够数可是要罚不准吃饭。	少林伙房	0	0			普通	17		5	560									14							0	335	249			336																												5	555	10										5	560										5	554	10																																																																																													2400																	scripts\Map\少林\quest\伙房捆柴.lua	少林	123	
242	伙房摘菜	慧林叫你去伙房西边的菜园摘菜。	差不多伙房快要开饭的时间了，可是今天的<F171 青菜>不够，你去<F173 菜园>摘点来，菜园就在伙房的西边，出了伙房门往西走一点就到了，速去速回，锅里水都开了。	这个季节的<F171 青菜>最是鲜嫩，所以要新鲜的菜叶下锅，你快快去吧，锅里水都开了。	这个季节的<F171 青菜>最是鲜嫩，所以要新鲜的菜叶下锅，你快快去吧，锅里水都开了。	<F174 慧林很满意的接过你摘的青菜，笑呵呵的对你说道。>\n<H28>不错不错，做事果然是利索，<F173 菜园>那边有没有遇见慧松师傅啊，呵呵，又叫你做事了吧，怪不得回来稍微晚了一点，来让我看看你摘的<F171 青菜>，啧啧，多新鲜呀，中午有好吃的了。	少林伙房	0	0		1	普通	17		5	560									14							0	341	336			247																																								5	560										5	552	10	1		244		1																																																																																								2400																		少林	123	
243	菜园浇水	用慧松给你的水桶给菜园的菜浇水。	<F174 慧松漫不经心的扫了你一眼，>\n<H28>你就是那个新来的小和尚？快过来给<F173 菜园>浇浇水，这么大的园子就我一个人，怎么忙的过来！真是的，一点用也没有。	<F174 慧松见你依然待在原地，提高了声调对你说道，>\n<H28>你也不想没菜吃吧。还这么磨蹭，快点浇水去。来我这里干活的弟子多了，这点事都做不好，当心我去找慧林。	<F174 慧松见你依然待在原地，提高了声调对你说道，>\n<H28>你也不想没菜吃吧。还这么磨蹭，快点浇水去。来我这里干活的弟子多了，这点事都做不好，当心我去找慧林。	<F174 慧松恶狠狠地怒视你。>\n<H28>你怎么把水泼的满地都是！哎呀，那颗都没有浇上，要不是看你是新来的，早就把你赶出少林了。赶紧点干活，不许偷懒！	少林伙房	0	0		1	普通	17		5	566									14																																								5	682	1										5	566																																																		10	已浇灌蔬菜																																																						2400																		少林	123	
245	糊涂老伯	成伯叫你看看他算的帐对不对。	小师傅，有件事情还得麻烦。你昨日进少林卖豆腐，回去算账的时候老婆说少了一文钱，非要我今日来和<F173 慧松>师傅讨回来，可慧松师傅给我算了算，却并未少了我一文钱。老朽不明其然，小师父可否帮帮老朽？	<F174 成伯自顾自的拍着脑袋，似乎正在努力想通这个问题，>\n<H28>想不通呀想不通呀。明明是赚钱的买卖，怎么会亏了啊。可是按照<F173 慧松>师傅的说法也是没有错的，可是钱就是少了，真是想不通啊。小师傅，你帮老朽算算？	<F174 成伯自顾自的拍着脑袋，似乎正在努力想通这个问题，>\n<H28>想不通呀想不通呀。明明是赚钱的买卖，怎么会亏了啊。可是按照<F173 慧松>师傅的说法也是没有错的，可是钱就是少了，真是想不通啊。小师傅，你帮老朽算算？	<F174 成伯恍然大悟的一拍脑袋。>\n<H28>小师傅，原来是这样呀，嗯……就是这里的问题，难怪我想不出来，看我这脑袋，老了老了，果真是不行了啊，多亏小师傅让老朽明白，哎……没有想到<F173 慧松>师傅居然……\n<H28><F174  成伯叹了口气。>	少林伙房	1		0		普通	17		5	567									14																																																				5	567															0																0																					1	帮成伯讨回一文钱																																																				1640					0	0	0											少林	123	
246	*受罚扫地前置						少林伙房				0																										249																																																																																																																																																																				少林	123	
247	伙房打杂	慧林叫你在伙房里给同门师兄弟添饭添汤。	<F174 厨房飘来阵阵香气，你忍不住用鼻子用力的吸了吸，>\n<H28>开饭了，开饭了，闻见香气了吧。不是吹，少林寺的厨艺可是一流的！今天吃饭的同门可真多呀，我都忙不过来了，你来帮帮忙吧。可别小看这活，你把<F171 饭>和<F171 汤>添到需要的<F173 同门师兄弟>就好了，记得一定不要送错了。	最近来了一批新弟子，看来到我们少林拜师学艺的年轻人真是多啊，吃饭的同门也比往日多了些，呵呵，你动作可要利索点啊。不然饿着这些<F173 师兄师弟们>，可是要影响他们练功的啊。	最近来了一批新弟子，看来到我们少林拜师学艺的年轻人真是多啊，吃饭的同门也比往日多了些，你动作可要利索点啊。不然饿着<F173 这些师兄师弟们>，可是要影响他们练功的啊。	<F174 慧林看你忙得满头大汗，对你露出赞许的目光，>\n<H28>动作真快呀，果真是身手敏捷，手法利索。哎呀，你还没吃饭吧，嗯……厨房里还有一大锅萝卜青菜汤，这可是少林出名的美味，想必你还没有尝过吧，嗯……尝尝，味道鲜吧？	少林伙房	0	0		1	普通	17		5	560									14								242				250																																								5	560				240																																														5	给师兄盛饭菜																																																						3800																		少林	123	
248	秘传厨艺	慧林教你豆腐鱼。	你来了也有一段日子了，挑水，捆柴，摘菜，打杂都做得很不错，你在伙房的日子也快满了，我也没有什么好送你的，这就教你一道少林秘传菜——<F171 少林豆腐鱼>，把豆腐做成鱼一样的味道。\n说起来鱼是什么味道，我也没有尝过……总之，这菜少林独此一家，不得外泄哟，这本书里有<F171 豆腐鱼的配方>，你可要小心保管，里面的材料你可以找<F173 菜园>的<F173 成伯>。	少林厨艺不错哟。	少林厨艺不错哟。	<F174 慧林笑眯眯地看着你，语气颇为深远。>学会了吧，偷偷告诉你哟，这可是方丈最爱吃的菜哟。嘘……小声点，可别被别人看见了，我可是只传给了你一人。	少林伙房	0	0			普通	17		5	560									14								247																																												5	560										5	687	2																																																																			1		5	664	1	5	688	5																			820																		少林	123	
249	受罚扫地	你被罚将伙房打扫干净。	你未能在一炷香时间内将水挑回来，故而罚你将伙房打扫干净！	阿弥陀佛！你当勤加练武，不怕吃苦。	阿弥陀佛！你当勤加练武，不怕吃苦。	今日小小一罚，只是告诫你练武可非速成之事，你需吃得苦中之苦方可练就 一身好武。	少林伙房			0			17		5	560									14								246				241																																								5	560															0																0																			4	已清扫落叶																																																						1240					0	0	0											少林	123	
250	习武场报到	慧林叫你去找<F173 习武场>管事<F173 慧刚>报道，习武场在伙房西边一大块空地上。	我果然没有看错人，现在你可以去<F173 习武场>进行更高一级的训练了。那里是我少林寺弟子开始进行武功修行的地方，你先去那里找<F173 慧刚>师傅报道。习武场就在伙房的西边那一大块空地上，记住要勤奋修行。	记住要勤奋修行,不可懈怠，少林武功博大精深，非一日可以速成。	这里是少林寺<F173 习武场>。少林寺的新弟子都在此地修行，在这里修行合格，才可以进入下一阶段的修行。	你就是新来的弟子吧，是在伙房修行完毕了吧，伙房果然很能提高修为，慧林师傅说你的进步很快，而<F173 罗汉堂>的<F173 慧海>师傅也一直在夸你你有一副不错的习武身骨。	习武场	0	0		1	普通	17		5	560									14								247																																												5	582																																																																																																									1600																		少林	123	
251	呆头木人	慧刚叫你去打呆头木人。	学武在于勤练，看见旁边的木头人了吗？先去挑战<F172 呆头木人>，它们不会动也不会反击，你应该很容易做到。	<F172 呆头木人>不会动，因此不会对你造成伤害，你无须担心，尽自己的全力去挑战它们吧。	<F172 呆头木人>不会动，因此不会对你造成伤害，你无须担心，尽自己的全力去挑战它们吧。	完成了吗？不错，不过这些都是最基础的训练，只是简单考验你的力度如何，可不要自满，修行可是很需要毅力的。	习武场	1	0		1	普通	17		5	582									14								250				252																																								5	582																																										515	10																																																														2400																		少林	123	
252	挥掌木人	慧刚叫你去挑战挥掌木人。	看来你底子不错，你可以开始挑战<F172 挥掌木人>了。他们在我身后的<F173 平台>上，蹬过两层石阶就能看到。记住，它们虽然不能动，但是反击力特别强，你要小心，若是被它们伤到，那可是需要调养一段时间恢复身体。	记住，这些<F172 挥掌木人>的反击力特别大，出招后注意躲闪，这可是考验你的敏捷度，要小心。	记住，这些<F172 挥掌木人>的反击力特别大，出招后注意躲闪，这可是考验你的敏捷度，要小心。	挑战得怎么样？完成了？让我看看你有没有受伤……所幸没有大碍，应该是不妨碍你接下来的挑战的。	习武场	0	0			普通	18		5	582									15								251				253																																								5	582																																										516	8																																																														4100																		少林	123	
253	凌厉木人	慧刚叫你挑战凌厉木人。	一连过了两排木头人，果真是天赋极高之人，现在你可以去挑战<F172 凌厉木人>了。他们就在挥掌木人附近。记住，它们能动能攻击，要小心。	<F172 凌厉木人>的特点就在于能动也能攻击，虽然它们的攻击不高，但是你挑战它们的时候也是考验你的攻守搭配。	<F172 凌厉木人>的特点就在于能动也能攻击，虽然它们的攻击不高，但是你挑战它们的时候也是考验你的攻守搭配。	一连成功挑战三关，实属不易，看来你果真是有一副练武的好身骨，以上三关的练习希望你可以明白一个道理，那就是习武之人一定要攻守兼备，只攻只守都是练武之人的大忌。	习武场	0	0		1	普通	18		5	582									15								252																																												5	582																																										517	8																																																														4300																		少林	123	
