ID	Desc	Persist	Group	Level	Category	Category1	Category2	Category3	Capability	Stack	ErrProc	Precond	SpecialStack	Sync	Save	Delay	Plus	Send	Death	Offline	DelayAdd	Icon	ReplaceRes	OnceRes	HeadRes	BodyRes	BottomRes	OnlySoundRes	SoundRes	ie1	ie2	ie3	ie4	ie5	pe1	pe2	pe3	pe4	pe5
2071		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1677									
2072		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1678									
2073		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1679									
2074		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1680									
2075		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1681									
2076		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1682									
2077		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1683									
2078		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1684									
2079		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1685									
2080		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1686									
2081		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1687									
2082		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1688									
2083		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1689									
2084		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1690									
2085		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1691									
2086		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1692									
2087		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1693									
2088		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1694									
2089		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1695									
2090		1	50004	1					-1	0			0	0	0	0	1	0	0				-1							1696									
2091	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>加血</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	50005	1					-1	100			0	1	0	0	1	0	0			abcd	-1							2	4								
2092	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>加蓝</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	50006	1					-1	100			0	1	0	0	1	0	0			abcd	-1							3	5								
2093	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>灵+50</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	50007	1					-1	100			0	1	0	0	1	0	0			abcd	-1							1697									
2094	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>力+50</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	50008	1					-1	100			0	1	0	0	1	0	0			abcd	-1							1698									
2095	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>体+50</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	50009	1					-1	100			0	1	0	0	1	0	0			abcd	-1							1699									
2096	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>术+50</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	50010	1					-1	100			0	1	0	0	1	0	0			abcd	-1							1700									
3484	灵+1	-1	12790	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							721									
3485	灵+2	-1	12791	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							722									
3486	灵+3	-1	12792	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							723									
3487	灵+4	-1	12793	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							724									
3488	灵+5	-1	12794	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							725									
3489	灵+6	-1	12795	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							726									
3490	灵+7	-1	12796	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							727									
3491	灵+8	-1	12797	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							728									
3492	灵+9	-1	12798	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							729									
3493	灵+10	-1	12799	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							730									
3494	力+1	-1	12800	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							711									
3495	力+2	-1	12801	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							712									
3496	力+3	-1	12802	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							713									
3497	力+4	-1	12803	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							714									
3498	力+5	-1	12804	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							715									
3499	力+6	-1	12805	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							716									
3500	力+7	-1	12806	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							717									
3501	力+8	-1	12807	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							718									
3502	力+9	-1	12808	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							719									
3503	力+10	-1	12809	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							720									
3504	体+1	-1	12810	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							701									
3505	体+2	-1	12811	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							702									
3506	体+3	-1	12812	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							703									
3507	体+4	-1	12813	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							704									
3508	体+5	-1	12814	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							705									
3509	体+6	-1	12815	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							706									
3510	体+7	-1	12816	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							707									
3511	体+8	-1	12817	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							708									
3512	体+9	-1	12818	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							709									
3513	体+10	-1	12819	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							710									
3514	术+1	-1	12820	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							731									
3515	术+2	-1	12821	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							732									
3516	术+3	-1	12822	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							733									
3517	术+4	-1	12823	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							734									
3518	术+5	-1	12824	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							735									
3519	术+6	-1	12825	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							736									
3520	术+7	-1	12826	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							737									
3521	术+8	-1	12827	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							738									
3522	术+9	-1	12828	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							739									
3523	术+10	-1	12829	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							740									
3524	护甲+2	-1	12830	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							775									
3525	护甲+4	-1	12831	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							776									
3526	护甲+6	-1	12832	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							778									
3527	护甲+8	-1	12833	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							779									
3528	护甲+10	-1	12834	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							780									
3529	护甲+12	-1	12835	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							781									
3530	护甲+14	-1	12836	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							782									
3531	护甲+16	-1	12837	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							784									
3532	护甲+18	-1	12838	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							785									
3533	护甲+20	-1	12839	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							786									
3534	八卦+2	-1	12840	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							791									
3535	八卦+4	-1	12841	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							792									
3536	八卦+6	-1	12842	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							793									
3537	八卦+8	-1	12843	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							794									
3538	八卦+10	-1	12844	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							795									
3539	八卦+12	-1	12845	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							796									
3540	八卦+14	-1	12846	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							797									
3541	八卦+16	-1	12847	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							798									
3542	八卦+18	-1	12848	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							799									
3543	八卦+20	-1	12849	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							800									
3544	玄冥+2	-1	12850	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							801									
3545	玄冥+4	-1	12851	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							802									
3546	玄冥+6	-1	12852	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							803									
3547	玄冥+8	-1	12853	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							804									
3548	玄冥+10	-1	12854	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							805									
3549	玄冥+12	-1	12855	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							806									
3550	玄冥+14	-1	12856	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							807									
3551	玄冥+16	-1	12857	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							808									
3552	玄冥+18	-1	12858	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							809									
3553	玄冥+20	-1	12859	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							810									
3554	物理会心一击率+1%	-1	12860	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							741									
3555	物理会心一击率+2%	-1	12861	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							742									
3556	咒法会心一击率+1%	-1	12862	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							749									
3557	咒法会心一击率+2%	-1	12863	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							750									
3558	增加20点命中	-1	12864	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							754									
3559	增加40点命中	-1	12865	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							755									
3560	增加60点命中	-1	12866	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							756									
3561	增加20点闪避	-1	12867	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							746									
3562	增加40点闪避	-1	12868	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							747									
3563	攻击上限+1	-1	12869	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							757									
3564	攻击上限+2	-1	12870	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							758									
3565	攻击上限+3	-1	12871	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							759									
3566	攻击上限+4	-1	12872	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							760									
3567	攻击上限+5	-1	12873	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							761									
3568	咒法上限+1	-1	12874	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							766									
3569	咒法上限+2	-1	12875	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							767									
3570	咒法上限+3	-1	12876	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							768									
3571	咒法上限+4	-1	12877	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							769									
3572	咒法上限+5	-1	12878	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							770									
3573	略微提升移动速度	-1	12879	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							811									
3574	击中目标后，有一定几率使敌人移动速度降低10%，持续3秒	-1	12880	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												460				
3575	击中目标后，有一定几率使敌人移动速度降低20%，持续3秒	-1	12881	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												461				
3576	击中目标后，有一定几率使敌人移动速度降低30%，持续3秒	-1	12882	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												462				
3577	击中目标后，有一定几率使自己移动速度上升10%，持续3秒	-1	12883	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												463				
3578	击中目标后，有一定几率使自己移动速度上升20%，持续3秒	-1	12884	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												464				
3579	击中目标后，有一定几率使自己移动速度上升30%，持续3秒	-1	12885	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												465				
3580	击中目标后，有一定几率使自己恢复25命	-1	12886	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												466				
3581	击中目标后，有一定几率使自己恢复50命	-1	12887	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												467				
3582	击中目标后，有一定几率使自己恢复25气	-1	12888	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												468				
3583	击中目标后，有一定几率使自己恢复50气	-1	12889	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												469				
3584	攻击上限+1	-1	12890	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							757									
3585	攻击上限+2	-1	12891	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							758									
3586	攻击上限+3	-1	12892	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							759									
3587	攻击上限+4	-1	12893	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							760									
3588	攻击上限+5	-1	12894	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							761									
3589	攻击上限+6	-1	12895	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							762									
3590	攻击上限+7	-1	12896	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							763									
3591	攻击上限+8	-1	12897	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							764									
3592	攻击上限+9	-1	12898	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							765									
3593	咒法上限+1	-1	12899	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							766									
3594	咒法上限+2	-1	12900	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							767									
3595	咒法上限+3	-1	12901	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							768									
3596	咒法上限+4	-1	12902	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							769									
3597	咒法上限+5	-1	12903	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							770									
3598	咒法上限+6	-1	12904	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							771									
3599	咒法上限+7	-1	12905	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							772									
3600	咒法上限+8	-1	12906	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							773									
3601	咒法上限+9	-1	12907	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							774									
3602	护甲+2	-1	12908	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							775									
3603	护甲+4	-1	12909	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							776									
3604	护甲+6	-1	12910	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							778									
3605	护甲+8	-1	12911	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							779									
3606	护甲+10	-1	12912	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							780									
3607	护甲+12	-1	12913	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							781									
3608	护甲+14	-1	12914	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							782									
3609	护甲+16	-1	12915	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							784									
3610	护甲+18	-1	12916	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							785									
3611	八卦+2	-1	12917	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							791									
3612	八卦+4	-1	12918	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							792									
3613	八卦+6	-1	12919	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							793									
3614	八卦+8	-1	12920	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							794									
3615	八卦+10	-1	12921	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							795									
3616	八卦+12	-1	12922	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							796									
3617	八卦+14	-1	12923	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							797									
3618	八卦+16	-1	12924	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							798									
3619	八卦+18	-1	12925	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							799									
3620	玄冥+2	-1	12926	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							801									
3621	玄冥+4	-1	12927	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							802									
3622	玄冥+6	-1	12928	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							803									
3623	玄冥+8	-1	12929	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							804									
3624	玄冥+10	-1	12930	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							805									
3625	玄冥+12	-1	12931	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							806									
3626	玄冥+14	-1	12932	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							807									
3627	玄冥+16	-1	12933	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							808									
3628	玄冥+18	-1	12934	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							809									
3629	单卦：八卦+2	-1	12935	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							791									
3630	单卦：八卦+4	-1	12936	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							792									
3631	单卦：八卦+6	-1	12937	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							793									
3632	单卦：玄冥+2	-1	12938	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							801									
3633	单卦：玄冥+4	-1	12939	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							802									
3634	单卦：玄冥+6	-1	12940	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							803									
3635	单卦：体+1	-1	12941	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							701									
3636	单卦：体+2	-1	12942	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							702									
3637	单卦：体+3	-1	12943	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							703									
3638	单卦：术+1	-1	12944	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							731									
3639	单卦：术+2	-1	12945	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							732									
3640	单卦：术+3	-1	12946	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							733									
3641	单卦：灵+1	-1	12947	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							721									
3642	单卦：灵+2	-1	12948	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							722									
3643	单卦：灵+3	-1	12949	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							723									
3644	单卦：护甲+2	-1	12950	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							775									
3645	单卦：护甲+4	-1	12951	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							776									
3646	单卦：护甲+6	-1	12952	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							778									
3647	单卦：增加20点命中	-1	12953	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							754									
3648	单卦：增加40点命中	-1	12954	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							755									
3649	单卦：增加60点命中	-1	12955	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							756									
3650	单卦：力+1	-1	12956	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							711									
3651	单卦：力+2	-1	12957	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							712									
3652	单卦：力+3	-1	12958	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							713									
3653	使你的八卦抗性+1%	-1	12959	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							845									
3654	使你的八卦抗性+2%	-1	12960	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							846									
3655	使你的八卦抗性+3%	-1	12961	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							847									
3656	使你的玄冥抗性+1%	-1	12962	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							848									
3657	使你的玄冥抗性+2%	-1	12963	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							849									
3658	使你的玄冥抗性+3%	-1	12964	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							850									
3659	命+1%	-1	12965	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							851									
3660	命+2%	-1	12966	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							852									
3661	命+3%	-1	12967	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							853									
3662	咒法上限+1	-1	12968	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							766									
3663	咒法上限+2	-1	12969	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							767									
3664	咒法上限+3	-1	12970	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							768									
3665	气+1%	-1	12971	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							854									
3666	气+2%	-1	12972	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							855									
3667	气+3%	-1	12973	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							856									
3668	使你的护甲+1%	-1	12974	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							857									
3669	使你的护甲+2%	-1	12975	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							858									
3670	使你的护甲+3%	-1	12976	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							859									
3671	使你增加20点闪避	-1	12977	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							746									
3672	使你增加40点闪避	-1	12978	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							747									
3673	使你增加60点闪避	-1	12979	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							748									
3674	攻击上限+1	-1	12980	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							757									
3675	攻击上限+2	-1	12981	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							758									
3676	攻击上限+3	-1	12982	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							759									
3677	合卦：命+75，移动速度提升10%	-1	12983	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							868	815								
3678	合卦：命+125，移动速度提升15%	-1	12984	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							870	816								
3679	合卦：命+200，移动速度提升20%	-1	12985	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							872	817								
3680	合卦：物理会心一击率+1%，咒法会心一击率+1%	-1	12986	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							741	749								
3681	合卦：物理会心一击率+2%，咒法会心一击率+2%	-1	12987	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							742	750								
3682	合卦：物理会心一击率+3%，咒法会心一击率+3%	-1	12988	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							743	751								
3683	攻击上限+1	-1	12989	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							757									
3684	攻击上限+2	-1	12990	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							758									
3685	攻击上限+3	-1	12991	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							759									
3686	咒法上限+1	-1	12992	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							766									
3687	咒法上限+2	-1	12993	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							767									
3688	咒法上限+3	-1	12994	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							768									
3689	物理会心一击率+1%	-1	12995	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							741									
3690	咒法会心一击率+1%	-1	12996	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							749									
3691	略微提高攻击速度	-1	12997	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							829	835								
3692	击中目标时，有一定几率使对方移动速度降低，持续3秒	-1	12998	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												460				
3693	击中目标时，有一定几率使对方晕眩，持续3秒	-1	12999	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												485				
3694	护甲+2	-1	13000	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							775									
3695	八卦+2	-1	13001	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							791									
3696	玄冥+2	-1	13002	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							801									
3697	命上限+25	-1	13003	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							863									
3698	命上限+50	-1	13004	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							866									
3699	命上限+100	-1	13005	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							869									
3700	气上限+25	-1	13006	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							873									
3701	气上限+50	-1	13007	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							874									
3702	气上限+100	-1	13008	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							875									
3703	提升灵、力、体、术各1点	-1	13009	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							721	711	701	731						
3704	提升灵、力、体、术各2点	-1	13010	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							722	712	702	732						
3705	提升灵、力、体、术各3点	-1	13011	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							723	713	703	733						
3706	被敌人击中时，有一定几率吸收25点伤害	-1	13012	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												486				
3707	力+1	-1	13013	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							711									
3708	力+2	-1	13014	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							712									
3709	力+3	-1	13015	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							713									
3710	术+1	-1	13016	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							731									
3711	术+2	-1	13017	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							732									
3712	术+3	-1	13018	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							733									
3713	使你增加20点命中	-1	13019	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							754									
3714	使你增加20点闪避	-1	13020	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							746									
3715	略微提升人物移动速度	-1	13021	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							811									
3716	灵+1	-1	13022	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							721									
3717	灵+2	-1	13023	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							722									
3718	灵+3	-1	13024	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							723									
3719	体+1	-1	13025	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							701									
3720	体+2	-1	13026	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							702									
3721	体+3	-1	13027	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							703									
3722	击中目标时，有一定几率恢复35命	-1	13028	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												487				
3723	击中目标时，有一定几率恢复35气	-1	13029	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												488				
3724	击中目标时，有一定几率恢复命和气各20点	-1	13030	1	0				-1	1000			0	0	0	0	0	0	0			0	-1												489				
3725	提升灵、力、体、术各1点	-1	13031	1	0				-1	1000			0	0	0	0	0	0	0			0	-1							721	711	701	731						
