SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	LRSkill	DelType	IsAura	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	MisslesForm	MissleMoveKind	MissleSpeed	MissleLifeTime	MissleHeight	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	AttackTargetType	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	AddBaseDamage	SkillType	InitialStatus	SkillSeries	DamageType	DamageTargetType	DamageVal	NpcPercent	SkillDesc	SkillLevel	IncorBuffId	IncorBAvailRating	IncorBTarget	CorBuffId	CorBAvailRating	CorBTarget	Group	Category	Category1	Category2	Category3	Barrier	AddCriProb	CriDamage	MostAffNum	CastSpeed	DoHurt	ToolTipsView	ReqView	DescView	SummonNpcId	TrapId	AddToListInit	IsTalismanSkill	IsSwitchSkill	CostItem	Threat	CommonCoolDown	LevelUpBuffId	CostSkillExp	TargetFilterInfo	InvokeHideSkillId
召唤火凤		723		2	zhaohuanhuofeng	\spr\skill\shoushi\zhaohuan.spr								0													3					0	300	120000	0	3		0											3			5											0	3	721						3							89		5			8				0				召唤一只火凤，火凤每2秒攻击一次，每次攻击对周围5尺范围内的敌对目标造成90点火伤害	242		1						3			
驯兽		731		0	xunshou									800				7	5	0	16	10	19		1	1	3							1000	0	163		0											1			5											0	3	731						1	273,274	100,100	2,2				91		5			8				0				把自己或队友设为召唤兽的目标，攻击型召唤兽会辅助目标攻击，治疗型召唤兽会对目标进行持续治疗；对自己的召唤兽使用，可以让召唤兽停止施放技能			1						3			
疗伤		741		0	liaoshang									800													3					0	50	6000	0	33		0											5			5											1	3	741	8	0	-50	-100		1	275	100	2				92		5			8		200		0				为自己或友好目标的召唤兽回复50点生命值，受100%咒法加成			1						3			
疗伤		742		0	liaoshang									800													3					0	50	6000	0	33		0											5			5											1	3	741	8	0	-100	-100		2	275	100	2				92		5			8		200		0				为自己或友好目标的召唤兽回复100点生命值，受100%咒法加成			1						3			
疗伤		743		0	liaoshang									800													3					0	50	6000	0	33		0											5			5											1	3	741	8	0	-150	-100		3	275	100	2				92		5			8		200		0				为自己或友好目标的召唤兽回复150点生命值，受100%咒法加成			1						3			
疗伤		744		0	liaoshang									800													3					0	50	6000	0	33		0											5			5											1	3	741	8	0	-200	-100		4	275	100	2				92		5			8		200		0				为自己或友好目标的召唤兽回复200点生命值，受100%咒法加成			1						3			
疗伤		745		0	liaoshang									800													3					0	50	6000	0	33		0											5			5											1	3	741	8	0	-250	-100		5	275	100	2				92		5			8		200		0				为自己或友好目标的召唤兽回复250点生命值，受100%咒法加成			1						3			
幻虎		751		0	huanhu	\spr\skill\shoushi\huanhu.spr								0													3					0	100	30000	0	3		0											3			5											0	3	751						1	276	100	1				93		5			8				0				幻化为白虎，移动速度提高30%，受到伤害时减免30%，使用技能变回原形			1						3			
幻虎		752		0	huanhu	\spr\skill\shoushi\huanhu.spr								0													3					0	200	30000	0	3		0											3			5											0	3	751						2	277	100	1				93		5			8				0				幻化为白虎，移动速度提高30%，受到伤害时减免40%，使用技能变回原形			1						3			
幻虎		753		0	huanhu	\spr\skill\shoushi\huanhu.spr								0													3					0	300	30000	0	3		0											3			5											0	3	751						3	278	100	1				93		5			8				0				幻化为白虎，移动速度提高30%，受到伤害时减免50%，使用技能变回原形			1						3			
化凤		761		0	huafeng	\spr\skill\shoushi\huafeng.spr								0													3					0	100	120000	0	3		0											3			5											0	3	761						1	279	100	1				94		5			8				0				幻化为火凤，不会受到敌对npc攻击，使用技能变回原形，持续5秒			1						3			
化凤		762		0	huafeng	\spr\skill\shoushi\huafeng.spr								0													3					0	200	120000	0	3		0											3			5											0	3	761						2	280	100	1				94		5			8				0				幻化为火凤，不会受到敌对npc攻击，使用技能变回原形，持续15秒			1						3			
化凤		763		0	huafeng	\spr\skill\shoushi\huafeng.spr								0													3					0	300	120000	0	3		0											3			5											0	3	761						3	281	100	1				94		5			8				0				幻化为火凤，不会受到敌对npc攻击，使用技能变回原形，持续2分钟			1						3			
蚩尤降世		771		0	chiyoujiangshi	\spr\skill\shoushi\chiyoujiangshi.spr								800													3					0	200	300000	0	81		0											4			5											-1	3	771						1	282	100	2				95		5			8				0				在敌对目标身边召唤出远古蚩尤，攻击附近的所有目标，蚩尤每次攻击造成100点近程物理伤害，蚩尤存活30秒			1						3			
蚩尤降世		772		0	chiyoujiangshi	\spr\skill\shoushi\chiyoujiangshi.spr								800													3					0	300	300000	0	81		0											4			5											-1	3	771						2	283	100	2				95		5			8				0				在敌对目标身边召唤出远古蚩尤，攻击附近的所有目标，蚩尤每次攻击造成150点近程物理伤害，蚩尤存活30秒			1						3			
蚩尤降世		773		0	chiyoujiangshi	\spr\skill\shoushi\chiyoujiangshi.spr								800													3					0	400	300000	0	81		0											4			5											-1	3	771						3	284	100	2				95		5			8				0				在敌对目标身边召唤出远古蚩尤，攻击附近的所有目标，蚩尤每次攻击造成200点近程物理伤害，蚩尤存活30秒			1						3			
蚩尤降世		774		0	chiyoujiangshi	\spr\skill\shoushi\chiyoujiangshi.spr								800													3					0	500	300000	0	81		0											4			5											-1	3	771						4	285	100	2				95		5			8				0				在敌对目标身边召唤出远古蚩尤，攻击附近的所有目标，蚩尤每次攻击造成250点近程物理伤害，蚩尤存活30秒			1						3			
射箭		781		0	shejian									800				2	1	50	18	10	32		1	1	3								1	81		1											1			6											-1	3	781	0	0	0	100		1							97		6			8		200		0				对单体敌对目标造成远程物理伤害，受100%攻击加成			1						3			
流星		791		0	liuxing									0													3					0	10	10000	0	3		0											4			6											0	3	791						1	295	100	1				98		6			8				1000				使自己攻击速度提高50%，受到近战物理伤害时额外加成50%，持续5秒			1						3			
流星		792		0	liuxing									0													3					0	15	10000	0	3		0											4			6											0	3	791						2	296	100	1				98		6			8				1000				使自己攻击速度提高100%，受到近战物理伤害时额外加成50%，持续5秒			1						3			
流星		793		0	liuxing									0													3					0	20	10000	0	3		0											4			6											0	3	791						3	297	100	1				98		6			8				1000				使自己攻击速度提高150%，受到近战物理伤害时额外加成50%，持续5秒			1						3			
流星		794		0	liuxing									0													3					0	25	10000	0	3		0											4			6											0	3	791						4	298	100	1				98		6			8				1000				使自己攻击速度提高200%，受到近战物理伤害时额外加成50%，持续5秒			1						3			
穿杨		801		10	chuanyang									800				2	1	50	16	10	20		1	1	3					0	5	6000	1	80		1											7			6											-1	3	801	0	0	10	100		1							99		6			8		200		0				对单体敌对目标造成10点远程物理伤害，受100%攻击加成			1						3		1,64,0	
穿杨		802		10	chuanyang									800				2	1	50	16	10	20		1	1	3					0	10	6000	1	80		1											7			6											-1	3	801	0	0	20	100		2							99		6			8		200		0				对单体敌对目标造成20点远程物理伤害，受100%攻击加成			1						3		1,64,0	
穿杨		803		10	chuanyang									800				2	1	50	16	10	20		1	1	3					0	15	6000	1	80		1											7			6											-1	3	801	0	0	30	100		3							99		6			8		200		0				对单体敌对目标造成30点远程物理伤害，受100%攻击加成			1						3		1,64,0	
穿杨		804		10	chuanyang									800				2	1	50	16	10	20		1	1	3					0	20	6000	1	80		1											7			6											-1	3	801	0	0	40	100		4							99		6			8		200		0				对单体敌对目标造成40点远程物理伤害，受100%攻击加成			1						3		1,64,0	
穿杨		805		10	chuanyang									800				2	1	50	16	10	20		1	1	3					0	25	6000	1	80		1											7			6											-1	3	801	0	0	50	100		5							99		6			8		200		0				对单体敌对目标造成50点远程物理伤害，受100%攻击加成			1						3		1,64,0	
穿杨		806		10	chuanyang									800				2	1	50	16	10	20		1	1	3					0	30	6000	1	80		1											7			6											-1	3	801	0	0	60	100		6							99		6			8		200		0				对单体敌对目标造成60点远程物理伤害，受100%攻击加成			1						3		1,64,0	
穿杨		807		10	chuanyang									800				2	1	50	16	10	20		1	1	3					0	35	6000	1	80		1											7			6											-1	3	801	0	0	70	100		7							99		6			8		200		0				对单体敌对目标造成70点远程物理伤害，受100%攻击加成			1						3		1,64,0	
风雷箭		811		0	fengleijian	\spr\skill\yishi\fengleijian1.spr								800				1	0	0	3	10	21		1	1	3					0	50	10000	1	81		0											4			6											-1	3	811	4	0	50	100		1	299	100	2				100		6			8				0				对单体敌对目标射出一支风雷箭，造成50点雷伤害，受100%咒法加成，此箭可引发天雷，对其周围6尺范围内的下一个随机目标造成伤害，最多引发1次			1						3			
风雷箭		812		0	fengleijian	\spr\skill\yishi\fengleijian1.spr								800				1	0	0	3	10	21		1	1	3					0	100	10000	1	81		0											4			6											-1	3	811	4	0	75	100		2	300	100	2				100		6			8				0				对单体敌对目标射出一支风雷箭，造成75点雷伤害，受100%咒法加成，此箭可引发天雷，对其周围6尺范围内的下一个随机目标造成伤害，最多引发2次			1						3			
风雷箭		813		0	fengleijian	\spr\skill\yishi\fengleijian1.spr								800				1	0	0	3	10	21		1	1	3					0	150	10000	1	81		0											4			6											-1	3	811	4	0	100	100		3	301	100	2				100		6			8				0				对单体敌对目标射出一支风雷箭，造成100点雷伤害，受100%咒法加成，此箭可引发天雷，对其周围6尺范围内的下一个随机目标造成伤害，最多引发3次			1						3			
风雷箭		814		0	fengleijian	\spr\skill\yishi\fengleijian1.spr								800				1	0	0	3	10	21		1	1	3					0	200	10000	1	81		0											4			6											-1	3	811	4	0	125	100		4	302	100	2				100		6			8				0				对单体敌对目标射出一支风雷箭，造成125点雷伤害，受100%咒法加成，此箭可引发天雷，对其周围6尺范围内的下一个随机目标造成伤害，最多引发4次			1						3			
泥沼		821		5	nizhao									0													3					0	50	30000	0	0		0											4			6											0	3	821						1							105		6			8				0				在脚下释放一个泥沼陷阱，敌对目标会触发陷阱，使其周围7尺范围内的目标移动速度降低20%，持续5秒		311	1						3			
泥沼		822		5	nizhao									0													3					0	50	30000	0	0		0											4			6											0	3	821						2							105		6			8				0				在脚下释放一个泥沼陷阱，敌对目标会触发陷阱，使其周围7尺范围内的目标移动速度降低25%，持续5秒		312	1						3			
泥沼		823		5	nizhao									0													3					0	50	30000	0	0		0											4			6											0	3	821						3							105		6			8				0				在脚下释放一个泥沼陷阱，敌对目标会触发陷阱，使其周围7尺范围内的目标移动速度降低30%，持续5秒		313	1						3			
泥沼		824		5	nizhao									0													3					0	50	30000	0	0		0											4			6											0	3	821						4							105		6			8				0				在脚下释放一个泥沼陷阱，敌对目标会触发陷阱，使其周围7尺范围内的目标移动速度降低35%，持续5秒		314	1						3			
桃花瘴		831		5	taohuazhang									0													3					0	100	30000	0	0		0											3			6											0	3	831						1							107		6			8				0				在脚下释放一个桃花瘴陷阱，敌对目标会触发陷阱，使其周围7尺范围内的目标被迷惑，受到伤害清醒，持续4秒，只对玩家有效		315	1						3			
桃花瘴		832		5	taohuazhang									0													3					0	100	30000	0	0		0											3			6											0	3	831						2							107		6			8				0				在脚下释放一个桃花瘴陷阱，敌对目标会触发陷阱，使其周围7尺范围内的目标被迷惑，受到伤害清醒，持续6秒，只对玩家有效		316	1						3			
桃花瘴		833		5	taohuazhang									0													3					0	100	30000	0	0		0											3			6											0	3	831						3							107		6			8				0				在脚下释放一个桃花瘴陷阱，敌对目标会触发陷阱，使其周围7尺范围内的目标被迷惑，受到伤害清醒，持续8秒，只对玩家有效		317	1						3			
制蛊		841		0	zhigu									800				2	1	50	16	10	22		1	1	3					0	50	6000	1	81		1											5			6											-1	3	841	1	0	0	100		1	320	100	1				109		6			8		200		0				对单体敌对目标造成远程物理伤害，受100%攻击加成，攻击时吸取被攻击者的灵气制造一只蛊虫			1						3			
制蛊		842		0	zhigu									800				2	1	50	16	10	22		1	1	3					0	50	5000	1	81		1											5			6											-1	3	841	1	0	0	100		2	320	100	1				109		6			8		225		0				对单体敌对目标造成远程物理伤害，受100%攻击加成，爆击伤害加成25%，攻击时吸取被攻击者的灵气制造一只蛊虫			1						3			
制蛊		843		0	zhigu									800				2	1	50	16	10	22		1	1	3					0	50	4000	1	81		1											5			6											-1	3	841	1	0	0	100		3	320	100	1				109		6			8		250		0				对单体敌对目标造成远程物理伤害，受100%攻击加成，爆击伤害加成50%，攻击时吸取被攻击者的灵气制造一只蛊虫			1						3			
制蛊		844		0	zhigu									800				2	1	50	16	10	22		1	1	3					0	50	3000	1	81		1											5			6											-1	3	841	1	0	0	100		4	320	100	1				109		6			8		275		0				对单体敌对目标造成远程物理伤害，受100%攻击加成，爆击伤害加成75%，攻击时吸取被攻击者的灵气制造一只蛊虫			1						3			
制蛊		845		0	zhigu									800				2	1	50	16	10	22		1	1	3					0	50	2000	1	81		1											5			6											-1	3	841	1	0	0	100		5	320	100	1				109		6			8		300		0				对单体敌对目标造成远程物理伤害，受100%攻击加成，爆击伤害加成100%，攻击时吸取被攻击者的灵气制造一只蛊虫			1						3			
蛊母		851		0	gumu									800				2	1	50	16	10	23		1	1	3					0	10		1	81		1											5			6											-1	3	851	7	0	0	100		1	321	100	2				110		6			8		200		0				对单体敌对目标射出一只毒箭，造成伤害，受100%咒法加成，并附加蛊母效果，每2秒造成20点毒伤害，受20%咒法加成，持续10秒，消耗1个蛊虫			1			3,430,0,0,1			3			
蛊母		852		0	gumu									800				2	1	50	16	10	23		1	1	3					0	20		1	81		1											5			6											-1	3	851	7	0	0	100		2	322	100	2				110		6			8		200		0				对单体敌对目标射出一只毒箭，造成伤害，受100%咒法加成，并附加蛊母效果，每2秒造成20点毒伤害，受20%咒法加成，持续10秒，蛊母可叠加2次，消耗1个蛊虫			1			3,430,0,0,1			3			
蛊母		853		0	gumu									800				2	1	50	16	10	23		1	1	3					0	30		1	81		1											5			6											-1	3	851	7	0	0	100		3	323	100	2				110		6			8		200		0				对单体敌对目标射出一只毒箭，造成伤害，受100%咒法加成，并附加蛊母效果，每2秒造成20点毒伤害，受20%咒法加成，持续10秒，蛊母可叠加3次，消耗1个蛊虫			1			3,430,0,0,1			3			
蛊母		854		0	gumu									800				2	1	50	16	10	23		1	1	3					0	40		1	81		1											5			6											-1	3	851	7	0	0	100		4	324	100	2				110		6			8		200		0				对单体敌对目标射出一只毒箭，造成伤害，受100%咒法加成，并附加蛊母效果，每2秒造成20点毒伤害，受20%咒法加成，持续10秒，蛊母可叠加4次，消耗1个蛊虫			1			3,430,0,0,1			3			
蛊母		855		0	gumu									800				2	1	50	16	10	23		1	1	3					0	50		1	81		1											5			6											-1	3	851	7	0	0	100		5	325	100	2				110		6			8		200		0				对单体敌对目标射出一只毒箭，造成伤害，受100%咒法加成，并附加蛊母效果，每2秒造成20点毒伤害，受20%咒法加成，持续10秒，蛊母可叠加5次，消耗1个蛊虫			1			3,430,0,0,1			3			
迷踪		861		0	mizong									800				2	1	50	16	10	24		1	1	3					0	30	30000	1	81		1											5			6											-1	3	861						1	326	100	2				112		6			8				0				对单体敌对目标射出一支箭，使其无法移动，持续2秒，消耗2个蛊虫			1			3,430,0,0,2			3			
迷踪		862		0	mizong									800				2	1	50	16	10	24		1	1	3					0	40	30000	1	81		1											5			6											-1	3	861						2	327	100	2				112		6			8				0				对单体敌对目标射出一支箭，使其无法移动，持续4秒，消耗2个蛊虫			1			3,430,0,0,2			3			
迷踪		863		0	mizong									800				2	1	50	16	10	24		1	1	3					0	50	30000	1	81		1											5			6											-1	3	861						3	328	100	2				112		6			8				0				对单体敌对目标射出一支箭，使其无法移动，持续6秒，消耗2个蛊虫			1			3,430,0,0,2			3			
迷踪		864		0	mizong									800				2	1	50	16	10	24		1	1	3					0	60	30000	1	81		1											5			6											-1	3	861						4	329	100	2				112		6			8				0				对单体敌对目标射出一支箭，使其无法移动，持续8秒，消耗2个蛊虫			1			3,430,0,0,2			3			
迷踪		865		0	mizong									800				2	1	50	16	10	24		1	1	3					0	70	30000	1	81		1											5			6											-1	3	861						5	330	100	2				112		6			8				0				对单体敌对目标射出一支箭，使其无法移动，持续10秒，消耗2个蛊虫			1			3,430,0,0,2			3			
封喉		871		0	fenghou									800				2	1	50	16	10	25		1	1	3					0	50	15000	1	81		1											3			6											-1	3	871						1	331	100	2				113		6			8				0				对单体敌对目标射出一支箭，使其使用药品失效，持续3秒，消耗3个蛊虫			1			3,430,0,0,3			3			
封喉		872		0	fenghou									800				2	1	50	16	10	25		1	1	3					0	75	15000	1	81		1											3			6											-1	3	871						2	332	100	2				113		6			8				0				对单体敌对目标射出一支箭，使其使用药品失效，持续4秒，消耗3个蛊虫			1			3,430,0,0,3			3			
封喉		873		0	fenghou									800				2	1	50	16	10	25		1	1	3					0	100	15000	1	81		1											3			6											-1	3	871						3	333	100	2				113		6			8				0				对单体敌对目标射出一支箭，使其使用药品失效，持续5秒，消耗3个蛊虫			1			3,430,0,0,3			3			
蛊毒之血		881		1	guduzhixue									0													3								0	3		0											6														0	3	881						1	334	100	1				114		6			8				0				被动，从蛊虫中提炼毒血，涂遍自己的全身，在受到近战物理伤害时，降低对方的攻击速度20%，持续2秒			1						3			
蛊毒之血		882		1	guduzhixue									0													3								0	3		0											6														0	3	881						2	335	100	1				114		6			8				0				被动，从蛊虫中提炼毒血，涂遍自己的全身，在受到近战物理伤害时，降低对方的攻击速度25%，持续2秒			1						3			
蛊毒之血		883		1	guduzhixue									0													3								0	3		0											6														0	3	881						3	336	100	1				114		6			8				0				被动，从蛊虫中提炼毒血，涂遍自己的全身，在受到近战物理伤害时，降低对方的攻击速度30%，持续2秒			1						3			
蛊毒之血		884		1	guduzhixue									0													3								0	3		0											6														0	3	881						4	337	100	1				114		6			8				0				被动，从蛊虫中提炼毒血，涂遍自己的全身，在受到近战物理伤害时，降低对方的攻击速度35%，持续2秒			1						3			
蛊毒之血		885		1	guduzhixue									0													3								0	3		0											6														0	3	881						5	338	100	1				114		6			8				0				被动，从蛊虫中提炼毒血，涂遍自己的全身，在受到近战物理伤害时，降低对方的攻击速度40%，持续2秒			1						3			
蛊毒之血		886		1	guduzhixue									0													3								0	3		0											6														0	3	881						6	339	100	1				114		6			8				0				被动，从蛊虫中提炼毒血，涂遍自己的全身，在受到近战物理伤害时，降低对方的攻击速度45%，持续2秒			1						3			
风灵阵		891		0	fenglingzhen									0													3					0	100	1000	0	3		0											5			6											0	3	891						1	346	100	1				115		6			8				0				在自己周围20尺范围内布下风灵阵，不可被驱散，每5秒释放一次风身效果，提升攻击和施法速度15%，每次消耗1点法力			1						3			
风灵阵		892		0	fenglingzhen									0													3					0	200	1000	0	3		0											5			6											0	3	891						2	347	100	1				115		6			8				0				在自己周围20尺范围内布下风灵阵，不可被驱散，每5秒释放一次风身效果，提升攻击和施法速度18%，每次消耗2点法力			1						3			
风灵阵		893		0	fenglingzhen									0													3					0	300	1000	0	3		0											5			6											0	3	891						3	348	100	1				115		6			8				0				在自己周围20尺范围内布下风灵阵，不可被驱散，每5秒释放一次风身效果，提升攻击和施法速度21%，每次消耗3点法力			1						3			
风灵阵		894		0	fenglingzhen									0													3					0	400	1000	0	3		0											5			6											0	3	891						4	349	100	1				115		6			8				0				在自己周围20尺范围内布下风灵阵，不可被驱散，每5秒释放一次风身效果，提升攻击和施法速度24%，每次消耗4点法力			1						3			
风灵阵		895		0	fenglingzhen									0													3					0	500	1000	0	3		0											5			6											0	3	891						5	350	100	1				115		6			8				0				在自己周围20尺范围内布下风灵阵，不可被驱散，每5秒释放一次风身效果，提升攻击和施法速度27%，每次消耗5点法力			1						3			
土遁		901		0	tudun									0													3					0	100	300000	0	3		0											3			6											0	3	901						1	356	100	1				117		6			8				0				钻入土中，别人无法发现你，使用技能或物品土遁消失，持续3秒			1						3			
土遁		902		0	tudun									0													3					0	150	300000	0	3		0											3			6											0	3	901						2	357	100	1				117		6			8				0				钻入土中，别人无法发现你，使用技能或物品土遁消失，持续6秒			1						3			
土遁		903		0	tudun									0													3					0	200	300000	0	3		0											3			6											0	3	901						3	358	100	1				117		6			8				0				钻入土中，别人无法发现你，使用技能或物品土遁消失，持续10秒			1						3			
妙手回春	妙手回春调用	1001		0										0																					0	163		0																									0	3	-1	8	0	-10	-20		1							7		1			8				0																
妙手回春	妙手回春调用	1002		0										0																					0	163		0																									0	3	-1	8	0	-20	-20		2							7		1			8				0																
妙手回春	妙手回春调用	1003		0										0																					0	163		0																									0	3	-1	8	0	-30	-20		3							7		1			8				0																
妙手回春	妙手回春调用	1004		0										0																					0	163		0																									0	3	-1	8	0	-40	-20		4							7		1			8				0																
妙手回春	妙手回春调用	1005		0										0																					0	163		0																									0	3	-1	8	0	-50	-20		5							7		1			8				0																
妙手回春	妙手回春调用	1006		0										0																					0	163		0																									0	3	-1	8	0	-60	-20		6							7		1			8				0																
慈悲杀戒	慈悲杀戒调用	1007		4										192																					0	80		1																									-1	3	-1	10	0	100	100		1							9	1	1			8		200		0																
慈悲杀戒	慈悲杀戒调用	1008		4										192																					0	80		1																									-1	3	-1	10	0	200	100		2							9	1	1			8		200		0																
慈悲杀戒	慈悲杀戒调用	1009		4										192																					0	80		1																									-1	3	-1	10	0	300	100		3							9	1	1			8		200		0																
慈悲杀戒	慈悲杀戒调用	1010		4										192																					0	80		1																									-1	3	-1	10	0	400	100		4							9	1	1			8		200		0																
彤云	彤云调用	1011		4										320																		0	5		0	162		0																									0	3	-1						1	43	100	2				16		1			8				0																
彤云	彤云调用	1012		4										320																		0	8		0	162		0																									0	3	-1						2	44	100	2				16		1			8				0																
彤云	彤云调用	1013		4										320																		0	11		0	162		0																									0	3	-1						3	45	100	2				16		1			8				0																
彤云	彤云调用	1014		4										320																		0	14		0	162		0																									0	3	-1						4	46	100	2				16		1			8				0																
血浪三叠	血浪三叠调用1	1015		0										160				2	1	0	6	10	5		1	1						2	1		1	81		1																									-1	3	-1	1	0	10	100		1	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1016		0										160				2	1	0	6	10	5		1	1						2	3		1	81		1																									-1	3	-1	1	0	13	100		2	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1017		0										160				2	1	0	6	10	5		1	1						2	5		1	81		1																									-1	3	-1	1	0	16	100		3	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1018		0										160				2	1	0	6	10	5		1	1						2	7		1	81		1																									-1	3	-1	1	0	19	100		4	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1019		0										160				2	1	0	6	10	5		1	1						2	9		1	81		1																									-1	3	-1	1	0	22	100		5	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1020		0										160				2	1	0	6	10	5		1	1						2	11		1	81		1																									-1	3	-1	1	0	25	100		6	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1021		0										160				2	1	0	6	10	5		1	1						2	13		1	81		1																									-1	3	-1	1	0	28	100		7	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1022		0										160				2	1	0	6	10	5		1	1						2	15		1	81		1																									-1	3	-1	1	0	31	100		8	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1023		0										160				2	1	0	6	10	5		1	1						2	17		1	81		1																									-1	3	-1	1	0	34	100		9	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用1	1024		0										160				2	1	0	6	10	5		1	1						2	19		1	81		1																									-1	3	-1	1	0	37	100		10	65	100	1				23	1	2			8		250		0																
血浪三叠	血浪三叠调用2	1025		0										160				2	1	0	6	10	5		1	1						2	1		1	81		1																									-1	3	-1	1	0	10	100		1							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1026		0										160				2	1	0	6	10	5		1	1						2	3		1	81		1																									-1	3	-1	1	0	13	100		2							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1027		0										160				2	1	0	6	10	5		1	1						2	5		1	81		1																									-1	3	-1	1	0	16	100		3							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1028		0										160				2	1	0	6	10	5		1	1						2	7		1	81		1																									-1	3	-1	1	0	19	100		4							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1029		0										160				2	1	0	6	10	5		1	1						2	9		1	81		1																									-1	3	-1	1	0	22	100		5							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1030		0										160				2	1	0	6	10	5		1	1						2	11		1	81		1																									-1	3	-1	1	0	25	100		6							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1031		0										160				2	1	0	6	10	5		1	1						2	13		1	81		1																									-1	3	-1	1	0	28	100		7							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1032		0										160				2	1	0	6	10	5		1	1						2	15		1	81		1																									-1	3	-1	1	0	31	100		8							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1033		0										160				2	1	0	6	10	5		1	1						2	17		1	81		1																									-1	3	-1	1	0	34	100		9							24	1	2			8		300		0																
血浪三叠	血浪三叠调用2	1034		0										160				2	1	0	6	10	5		1	1						2	19		1	81		1																									-1	3	-1	1	0	37	100		10							24	1	2			8		300		0																
烈影枪	烈影枪调用	1035		4										160																		0	10		1	80		1																									-1	3	-1	1	0	5	100		1							26	1	2			8		150		0																
烈影枪	烈影枪调用	1036		4										160																		0	20		1	80		1																									-1	3	-1	1	0	10	100		2							26	1	2			8		150		0																
烈影枪	烈影枪调用	1037		4										160																		0	30		1	80		1																									-1	3	-1	1	0	15	100		3							26	1	2			8		150		0																
烈影枪	烈影枪调用	1038		4										160																		0	40		1	80		1																									-1	3	-1	1	0	20	100		4							26	1	2			8		150		0																
烈影枪	烈影枪调用	1039		4										160																		0	50		1	80		1																									-1	3	-1	1	0	25	100		5							26	1	2			8		150		0																
血祭	血祭调用	1040		0										0																					0	3		0																									0	3	-1	10	0	-100	0		1							33		2			8				0																
血祭	血祭调用	1041		0										0																					0	3		0																									0	3	-1	10	0	-150	0		2							33		2			8				0																
血祭	血祭调用	1042		0										0																					0	3		0																									0	3	-1	10	0	-200	0		3							33		2			8				0																
血祭	血祭调用	1043		0										0																					0	3		0																									0	3	-1	10	0	-250	0		4							33		2			8				0																
血祭	血祭调用	1044		0										0																					0	3		0																									0	3	-1	10	0	-300	0		5							33		2			8				0																
地烈	地烈陷阱	1045		8										96																					0	80		1																									-1	3	-1	3	0	20	25		1							40		3			8		200		0							1									
地烈	地烈陷阱	1046		8										96																					0	80		1																									-1	3	-1	3	0	30	25		2							40		3			8		200		0							1									
地烈	地烈陷阱	1047		8										96																					0	80		1																									-1	3	-1	3	0	40	25		3							40		3			8		200		0							1									
地烈	地烈陷阱	1048		8										96																					0	80		1																									-1	3	-1	3	0	50	25		4							40		3			8		200		0							1									
地烈	地烈陷阱	1049		8										96																					0	80		1																									-1	3	-1	3	0	60	25		5							40		3			8		200		0							1									
天雷击顶	天雷击顶调用	1050		4										640																		0	50		0	80		1																									-1	3	-1	3,4	0,0	30,30	50,50		1	149	100	2				42		3			8		200	1	0							1									
天雷击顶	天雷击顶调用	1051		4										640																		0	100		0	80		1																									-1	3	-1	3,4	0,0	60,60	50,50		2	149	100	2				42		3			8		200	1	0							1									
五咒金	五咒金调用	1052		0										0																					0	81		1																										3	-1	6	0	10	20		1							52		4			8				0																
五咒木	五咒木调用	1053		0										0																					0	81		1																										3	-1	6	0	20	20		2							53		4			8				0																
五咒水	五咒水调用	1054		0										0																					0	81		1																										3	-1	6	0	40	10		3							54		4			8				0																
五咒火	五咒火(dot)	1055		0										0																					0	81		1																										3	-1	6	0	60	20		4							55		4			8				0																
五咒火	五咒火(一次伤害)	1056		0										0																					0	81		1																										3	-1	3	0	300	100		4							56		4			8		200		0																
