ID	Name	Class1	Class2	Class3	ShortDesc	Summary	AnnounceLevel	Level	LevelPercent	LevelNumber	Time	TimePercent	TimeNumber	Desire	DesirePercent	DesireNumber	Challenge	ChallengePercent	ChallengeNumber	RoughPoint	Point	RoughFinishPoint	FinishPoint	Exp	Message	Script	TitleID	ShiftID	ShiftType	TriggerVal	TimerName	IsShow	Icon
323	铜镜照美颜	江湖行	技艺	使用道具	使用铜镜30次	使用铜镜30次		50	80%	5	3	60%	10	1	120%	5	0	100%	5	21	20	21	20	3000									
324	共尝佳肴	江湖行	技艺	使用道具	请好友享用美味的昆仑禁食50次	请好友享用美味的昆仑禁食50次		70	120%	5	10	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
325	他乡故知	江湖行	技艺	使用道具	赠送银精铁环50只	赠送银精铁环50只		70	120%	5	10	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
326	饱读诗书	江湖行	技艺	阅读系统	太公家教	读完太公家教套书		20	60%	5	6	80%	10	0	80%	5	0	60%	5	18	20	18	20	1000									
327	饱读诗书	江湖行	技艺	阅读系统	论语·卷三	读完论语·卷三		40	80%	5	6	80%	10	1	120%	5	1	120%	5	24	25	24	25	2800									
328	饱读诗书	江湖行	技艺	阅读系统	佛藏拾珠·卷七	读完佛藏拾珠·卷七		50	80%	5	6	80%	10	0	80%	5	0	80%	5	20	20	20	20	3000									
329	饱读诗书	江湖行	技艺	阅读系统	太白诗稿·卷三	读完太白诗稿·卷三		50	80%	5	6	80%	10	1	120%	5	1	120%	5	24	25	24	25	3700									
330	饱读诗书	江湖行	技艺	阅读系统	论语·卷九	读完论语·卷九		60	100%	5	6	80%	10	1	120%	5	1	140%	5	26	25	26	25	4700									
331	饱读诗书	江湖行	技艺	阅读系统	隐元兵器谱·剑	读完隐元兵器谱·剑		60	100%	5	6	80%	10	1	120%	5	1	140%	5	26	25	26	25	4700									
332	饱读诗书	江湖行	技艺	阅读系统	易筋经	读完易筋经		60	100%	5	6	80%	10	0	80%	5	0	100%	5	22	20	22	20	3800									
333	饱读诗书	江湖行	技艺	阅读系统	青岩诗钞·卷五	读完青岩诗钞·卷五		60	100%	5	6	80%	10	0	80%	5	0	100%	5	22	20	22	20	3800									
334	饱读诗书	江湖行	技艺	阅读系统	佛藏拾珠·卷八	读完佛藏拾珠·卷八		60	100%	5	6	80%	10	0	80%	5	0	100%	5	22	20	22	20	3800									
335	饱读诗书	江湖行	技艺	阅读系统	少林风物论（恶人谷）	读完少林风物论（恶人谷）		65	100%	5	6	80%	10	1	120%	5	1	140%	5	26	25	26	25	5200									
336	饱读诗书	江湖行	技艺	阅读系统	书信辑录（浩气盟）	读完书信辑录（浩气盟）		65	100%	5	6	80%	10	1	120%	5	1	140%	5	26	25	26	25	5200									
337	饱读诗书	江湖行	技艺	阅读系统	药王百花谱	读完药王百花谱		70	120%	5	6	80%	10	0	80%	5	0	100%	5	23	25	23	25	5800									
338	饱读诗书	江湖行	技艺	阅读系统	隐元兵器谱·双兵	读完隐元兵器谱·双兵		70	120%	5	6	80%	10	0	80%	5	0	100%	5	23	25	23	25	5800									
339	饱读诗书	江湖行	技艺	阅读系统	商道	读完商道		70	120%	5	6	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
340	饱读诗书	江湖行	技艺	阅读系统	云锦秘要	读完云锦秘要		70	120%	5	6	80%	10	0	80%	5	0	100%	5	23	25	23	25	5800									
341	饱读诗书	江湖行	技艺	阅读系统	大力金刚掌	读完大力金刚掌		70	120%	5	6	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
342	饱读诗书	江湖行	技艺	阅读系统	纯阳诀	读完纯阳诀		70	120%	5	6	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
343	饱读诗书	江湖行	技艺	阅读系统	青虹剑舞诀	读完青虹剑舞诀		70	120%	5	6	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
344	饱读诗书	江湖行	技艺	阅读系统	太宗兵法	读完太宗兵法		70	120%	5	6	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
345	饱读诗书	江湖行	技艺	阅读系统	万花岐黄术	读完万花岐黄术		70	120%	5	6	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
346	饱读诗书	江湖行	技艺	阅读系统	云水禅诗·卷一	读完云水禅诗·卷一		20	60%	5	6	80%	10	0	80%	5	0	60%	5	18	20	18	20	1000									
347	饱读诗书	江湖行	技艺	阅读系统	论语·卷二	读完论语·卷二		25	60%	5	6	80%	10	0	80%	5	0	60%	5	18	20	18	20	1300									
348	饱读诗书	江湖行	技艺	阅读系统	金刚经·卷一	读完金刚经·卷一		25	60%	5	6	80%	10	0	80%	5	0	60%	5	18	20	18	20	1300									
349	饱读诗书	江湖行	技艺	阅读系统	论语·卷四	读完论语·卷四		30	60%	5	6	80%	10	0	80%	5	0	60%	5	18	20	18	20	1600									
350	饱读诗书	江湖行	技艺	阅读系统	道藏采英·卷二	读完道藏采英·卷二		50	80%	5	6	80%	10	0	80%	5	0	80%	5	20	20	20	20	3000									
351	饱读诗书	江湖行	技艺	阅读系统	纯阳秘录	读完纯阳秘录		60	100%	5	6	80%	10	0	80%	5	0	100%	5	22	20	22	20	3800									
352	饱读诗书	江湖行	技艺	阅读系统	神兵宝鉴·剑部	读完神兵宝鉴·剑部		15	60%	5	6	80%	10	1	120%	5	0	80%	5	21	20	21	20	700									
353	饱读诗书	江湖行	技艺	阅读系统	剑侠武林志·卷一	读完剑侠武林志·卷一		25	60%	5	6	80%	10	1	120%	5	1	100%	5	22	20	22	20	1300									
354	饱读诗书	江湖行	技艺	阅读系统	道藏采英·卷一	读完道藏采英·卷一		25	60%	5	6	80%	10	1	120%	5	0	80%	5	21	20	21	20	1300									
355	饱读诗书	江湖行	技艺	阅读系统	佛藏拾珠·卷三	读完佛藏拾珠·卷三		25	60%	5	6	80%	10	1	120%	5	0	80%	5	21	20	21	20	1300									
356	饱读诗书	江湖行	技艺	阅读系统	大唐少林书	读完大唐少林书		30	60%	5	6	80%	10	1	120%	5	0	80%	5	21	20	21	20	1600									
357	饱读诗书	江湖行	技艺	阅读系统	太白诗稿·卷一	读完太白诗稿·卷一		35	80%	5	6	80%	10	1	120%	5	0	80%	5	22	20	22	20	1900									
358	饱读诗书	江湖行	技艺	阅读系统	青岩诗钞·卷四	读完青岩诗钞·卷四		40	80%	5	6	80%	10	1	120%	5	0	80%	5	22	20	22	20	2200									
359	饱读诗书	江湖行	技艺	阅读系统	四官二十八宿·北官	读完四官二十八宿·北官		40	80%	5	6	80%	10	1	120%	5	0	80%	5	22	20	22	20	2200									
360	饱读诗书	江湖行	技艺	阅读系统	三十六计	读完三十六计		50	80%	5	6	80%	10	1	120%	5	0	80%	5	22	20	22	20	3000									
361	饱读诗书	江湖行	技艺	阅读系统	楞伽经	读完楞伽经		50	80%	5	6	80%	10	1	120%	5	0	80%	5	22	20	22	20	3000									
362	饱读诗书	江湖行	技艺	阅读系统	混元太极图	读完混元太极图		55	100%	5	6	80%	10	1	120%	5	0	80%	5	23	25	23	25	4200									
363	饱读诗书	江湖行	技艺	阅读系统	隐元兵器谱·枪	读完隐元兵器谱·枪		55	100%	5	6	80%	10	1	120%	5	0	80%	5	23	25	23	25	4200									
364	饱读诗书	江湖行	技艺	阅读系统	历代高僧录	读完历代高僧录		65	100%	5	6	80%	10	1	120%	5	0	80%	5	23	25	23	25	5200									
365	饱读诗书	江湖行	技艺	阅读系统	阳宝笔录·卷一	读完阳宝笔录·卷一		65	100%	5	6	80%	10	1	120%	5	0	80%	5	23	25	23	25	5200									
366	才高八斗	江湖行	技艺	阅读系统	完成以上的指定套书	读完以上的指定套书		70	120%	5	140	180%	15	1	120%	5	1	140%	5	46	45	46	45	10400			称号前缀千眼						
367	初生牛犊	江湖行	任务	任务完成数量	任务完成数量达到500	任务完成数量达到500		40	80%	5	75	140%	10	0	80%	5	0	80%	5	26	25	26	25	2800			称号前缀不语						
368	铁胆雄心	江湖行	任务	任务完成数量	任务完成数量达到2000	任务完成数量达到1000		50	80%	5	120	140%	10	0	80%	5	0	80%	5	26	25	26	25	3700			称号后缀铁胆						
369	无事不知	江湖行	任务	任务完成数量	任务完成数量达到4000	任务完成数量达到4000		70	120%	5	140	180%	10	0	80%	5	0	100%	5	33	35	33	35	8100			称号前缀百晓生						
370	无事不晓	江湖行	任务	任务完成数量	任务完成数量达到5000	任务完成数量达到5000		70	120%	5	160	180%	15	1	120%	5	1	140%	5	46	45	46	45	10400			称号后缀天机子						
371	捉襟见肘	江湖行	杂闻	江湖风云	100G	身上获得金钱100G		50	80%	5	50	120%	10	0	80%	5	0	80%	5	24	25	24	25	3700									
372	小有积蓄		杂闻	江湖风云	500G	身上获得金钱500G		70	120%	5	110	140%	10	1	120%	5	0	100%	5	31	30	31	30	6900									
373	千金家财	江湖行	杂闻	江湖风云	1000G	身上获得金钱1000G		70	120%	5	150	160%	10	1	120%	5	1	140%	5	35	35	35	35	8100									
374	家财万贯	江湖行	任务	任务奖励	达成任务金钱获取全部成就	完成金钱获取成就		70	120%	5	160+	200%	10	1	120%	5	1	140%	5	39	40	39	40	9200									
375	鸿鹄之志！稻香村	江湖行	任务	场景任务	完成稻香村任务30个	完成稻香村任务30个		50	80%	5	3	60%	10	0	80%	5	0	80%	5	18	20	18	20	3000									
376	鸿鹄之志！少林	江湖行	任务	场景任务	少林地图任务150个	少林地图任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
377	鸿鹄之志！纯阳	江湖行	任务	场景任务	纯阳地图任务150个	纯阳地图任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
378	鸿鹄之志！万花	江湖行	任务	场景任务	万花地图任务150个	万花地图任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
379	鸿鹄之志！七秀	江湖行	任务	场景任务	七秀地图任务150个	七秀地图任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
380	鸿鹄之志！天策	江湖行	任务	场景任务	天策地图任务150个	天策地图任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
381	雄姿英发 	江湖行	任务	场景任务	完成全城市场景任务	完成以下城市场景任务成就		50	80%	5	75	140%	15	1	120%	5	1	120%	5	37	35	37	35	5200									
382	鸿鹄之志！洛阳	江湖行	任务	场景任务	洛阳城场景任务150个	洛阳城场景任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
383	鸿鹄之志！长安	江湖行	任务	场景任务	长安城场景任务150个	长安城场景任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
384	鸿鹄之志！扬州	江湖行	任务	场景任务	扬州城场景任务150个	扬州城场景任务150个		50	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
385	"豪情万丈  "	江湖行	任务	场景任务	完成全野外场景任务	完成以下野外场景任务成就		50	80%	5	75	140%	15	1	120%	5	1	120%	5	37	35	37	35	5200									
386	鸿鹄之志！洛道	江湖行	任务	场景任务	洛道场景任务150个	洛道场景任务150个		45	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	2600									
387	鸿鹄之志！寇岛	江湖行	任务	场景任务	寇岛场景任务150个	寇岛场景任务150个		48	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	2800									
388	鸿鹄之志！枫华谷	江湖行	任务	场景任务	枫华谷场景任务150个	枫华谷场景任务150个		46	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	2700									
389	鸿鹄之志！金水	江湖行	任务	场景任务	金水场景任务150个	金水场景任务150个		47	80%	5	25	100%	10	0	80%	5	0	80%	5	22	20	22	20	2700									
390	鸿鹄之志！龙门荒漠	江湖行	任务	场景任务	龙门荒漠场景任务150个	龙门荒漠场景任务150个		54	100%	5	25	100%	10	0	80%	5	0	80%	5	23	25	23	25	4100									
391	鸿鹄之志！昆仑山	江湖行	任务	场景任务	昆仑山场景任务150个	昆仑山场景任务150个		60	100%	5	25	100%	10	0	80%	5	0	100%	5	24	25	24	25	4700									
392	鸿鹄之志！南屏山	江湖行	任务	场景任务	南屏山场景任务150个	南屏山场景任务150个		60	100%	5	25	100%	10	0	80%	5	0	100%	5	24	25	24	25	4700									
393	鸿鹄之志！巴陵县	江湖行	任务	场景任务	巴陵县场景任150个	巴陵县场景任150个		70	120%	5	25	100%	10	0	80%	5	0	100%	5	25	25	25	25	5800									
394	一夫当关	江湖行	任务	任务类型	一定数量的公共任务	完成50个公共任务		60	100%	5	3	60%	10	0	80%	5	0	100%	5	20	20	20	20	3800									
395	万夫莫开	江湖行	任务	任务类型	一定数量的公共任务	完成200个公共任务		60	100%	5	4	60%	10	0	80%	5	0	100%	5	20	20	20	20	3800									
396	万夫不当之勇	江湖行	任务	任务类型	一定数量的公共任务	完成500个公共任务		70	120%	5	9	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
397	锲而不舍	江湖行	任务	任务类型	一定数量的日常任务	完成50个日常任务		60	100%	5	17	100%	10	0	80%	5	0	100%	5	24	25	24	25	4700									
398	持之以恒	江湖行	任务	任务类型	一定数量的日常任务	完成100个日常任务		60	100%	5	35	120%	10	0	80%	5	0	100%	5	26	25	26	25	4700									
399	铁杵成针	江湖行	任务	任务类型	一定数量的日常任务	完成500个日常任务		70	120%	5	150	180%	10	1	120%	5	1	140%	5	37	35	37	35	8100									
400	知遇！少林	江湖行	任务	任务类型	加入门派	完成加入少林的任务：正式入门		15	60%	5	1	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
401	知遇！纯阳	江湖行	任务	任务类型	加入门派	完成加入纯阳的任务：两仪之惑		15	60%	5	1	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
402	知遇！万花	江湖行	任务	任务类型	加入门派	完成加入万花的任务：拜师		15	60%	5	1	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
403	知遇！七秀	江湖行	任务	任务类型	加入门派	完成加入七秀的任务：交予掌门		15	60%	5	1	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
404	知遇！天策	江湖行	任务	任务类型	加入门派	完成加入天策的任务：风云岁月		15	60%	5	1	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
405	知遇！浩气盟	江湖行	任务	任务类型	加入浩气盟	完成加入浩气盟的任务：北斗威名天下仰（454）		60	100%	5	1	60%	10	0	80%	5	0	100%	5	20	20	20	20	3800									
406	知遇！恶人谷	江湖行	任务	任务类型	加入恶人谷	完成加入恶人谷的任务:内丹（3969）		60	100%	5	1	60%	10	0	80%	5	0	100%	5	20	20	20	20	3800									
407	小试牛刀显身手	江湖行	任务	任务类型	完成洛阳场景中指定的任务	完成洛阳场景任务：小试牛刀显身手		50	80%	5	1	60%	10	1	120%	5	1	120%	5	22	20	22	20	9600									
408	羽音	江湖行	任务	任务类型	完成长安场景中指定的任务	完成长安场景任务：羽音		30	60%	5	1	60%	10	1	120%	5	1	100%	5	20	20	20	20	5200									
409	人穷挖河沙	江湖行	任务	任务类型	完成扬州中指定的任务	完成扬州场景任务：补给河沙		12	60%	5	1	60%	10	1	120%	5	1	100%	5	20	20	20	20	1900									
410	千斤坠	江湖行	任务	任务类型	完成少林场景中指定的任务	完成少林场景任务：千斤坠		25	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	4200									
411	四象轮回	江湖行	任务	任务类型	完成纯阳场景中指定的任务	完成纯阳场景任务：四象轮回		22	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	3600									
412	笑问情缘	江湖行	任务	任务类型	完成纯阳场景中指定的任务	完成纯阳场景任务：笑问情缘		25	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	4200									
413	飞	江湖行	任务	任务类型	完成纯阳场景中指定的任务	完成纯阳场景任务：梯云纵		16	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	2500									
414	以恶制恶	江湖行	任务	任务类型	完成万花场景中指定的任务	完成万花场景任务：恶人		18	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	2900									
415	变故平息	江湖行	任务	任务类型	完成万花场景中指定的任务	完成万花场景任务：变故平息		49	60%	5	3	60%	10	1	120%	5	1	120%	5	21	20	21	20	9400									
416	冷酷的命令	江湖行	任务	任务类型	完成万花场景中指定的任务	完成万花场景任务：冷酷的命令		49	60%	5	3	60%	10	1	120%	5	1	120%	5	21	20	21	20	9400									
417	情为何物	江湖行	任务	任务类型	完成七秀场景中指定的任务	完成七秀场景任务：不灭凤凰		17	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	2700									
418	盐枭末路	江湖行	任务	任务类型	完成七秀场景中指定的任务	完成七秀场景任务：盐枭末路		24	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	4000									
419	镜花水月阵	江湖行	任务	任务类型	完成七秀场景中指定的任务	完成七秀场景任务：镜花水月阵		48	80%	5	3	60%	10	1	120%	5	1	100%	5	21	20	21	20	9200									
420	最终挑战	江湖行	任务	任务类型	完成天策场景中指定的任务	完成天策场景任务：最终挑战		19	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	3100									
421	八阵俱破	江湖行	任务	任务类型	完成天策场景中指定的任务	完成天策场景任务:八阵俱破		21	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	3400									
422	亮剑	江湖行	任务	任务类型	完成天策场景中指定的任务	完成天策场景任务:亮剑		49	80%	5	3	60%	10	1	120%	5	5	120%	5	22	20	22	20	9400									
423	除害	江湖行	任务	任务类型	完成洛道场景中指定的任务	完成洛道场景任务：堕落的旅帅		44	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	8200									
424	火炬手	江湖行	任务	任务类型	完成寇岛场景中指定的任务	完成寇岛场景任务：五火祭祖		46	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	8700									
425	出现官衙	江湖行	任务	任务类型	完成金水场景中指定的任务	完成金水场景任务： 金水疑云		30	60%	5	3	60%	10	1	120%	5	1	120%	5	21	20	21	20	5200									
426	金水捕快	江湖行	任务	任务类型	完成金水场景中指定的任务	完成金水场景任务：真凶		30	60%	5	3	60%	10	1	120%	5	1	120%	5	21	20	21	20	5200									
427	逝去的爱	江湖行	任务	任务类型	完成枫华谷场景中指定的任务	完成枫华谷场景任务：逝去的爱		30	60%	5	3	60%	10	1	120%	5	1	120%	5	21	20	21	20	5200									
428	一线生机	江湖行	任务	任务类型	完成野外地图中指定的任务	完成龙门荒漠场景任务：逃出生天 		55	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	13600									
429	四象数独	江湖行	任务	任务类型	完成野外地图中指定的任务	完成龙门荒漠场景任务：四象数独		55	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	13600									
430	怨	江湖行	任务	任务类型	完成野外地图中指定的任务	完成龙门荒漠场景任务：最后的怨恨		55	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	13600									
431	神偷	江湖行	任务	任务类型	完成野外地图中指定的任务	完成昆仑山场景任务：飞檐走壁之偷		60	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	15200									
432	与时间赛跑	江湖行	任务	任务类型	完成野外地图中指定的任务	完成南屏山场景任务：温骨圣药		60	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	15200									
433	投桃报李	江湖行	任务	任务类型	完成野外地图中指定的任务	完成南屏山场景任务：投桃报李		60	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24											
434	焦！焦！焦！	江湖行	任务	任务类型	完成野外地图中指定的任务	完成巴陵县场景任务：让令狐潮开口		55	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	13600									
435	谋士！瞿塘峡	江湖行	任务	任务类型	完成野外地图中指定的任务	完成瞿塘峡任务：钢丝行走跑断魂		70	120%	5	3	60%	10	1	120%	5	1	140%	5	25	25	25	25	18700									
436	行侠仗义	江湖行	任务	任务类型	完成城市、野外场景指定任务	完成野外场景、城市指定的任务		70	120%	5	120	160%	10	1	120%	5	1	140%	5	35	35	35	35	26200			称号前缀赤炼						
437	游历！万花	江湖行	足迹	场景探索	万花地图场景	探索万花地图场景		15	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
438	游历！七秀	江湖行	足迹	场景探索	七秀地图场景	探索七秀地图场景		15	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
439	游历！天策	江湖行	足迹	场景探索	天策地图场景	探索天策地图场景		15	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
440	城市的繁华	江湖行	足迹	场景探索	全城市场景	探索全城市场景		30	60%	5	5	60%	10	1	120%	5	0	60%	5	18	20	18	20	1600									
441	游历！洛阳	江湖行	足迹	场景探索	洛阳城场景	探索洛阳城场景		30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
442	游历！长安	江湖行	足迹	场景探索	长安城场景	探索长安城场景		30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
443	游历！扬州	江湖行	足迹	场景探索	扬州城场景	探索扬州城场景		30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
444	青山秀水	江湖行	足迹	场景探索	全野外场景	探索全野外场景		60	100%	5	10	80%	10	1	120%	5	1	140%	5	26	25	26	25	4700									
445	游历！洛道	江湖行	足迹	场景探索	洛道场景	探索洛道场景		30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
446	游历！寇岛	江湖行	足迹	场景探索	寇岛场景	探索寇岛场景		30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
447	游历！枫华谷	江湖行	足迹	场景探索	枫华谷场景	探索枫华谷场景		30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
448	游历！金水镇	江湖行	足迹	场景探索	金水场景	探索金水场景		30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
449	游历！龙门荒漠	江湖行	足迹	场景探索	龙门荒漠场景	探索龙门荒漠场景		54	100%	5	3	60%	10	0	80%	5	0	100%	5	20	20	20	20	3300									
450	游历！昆仑山	江湖行	足迹	场景探索	昆仑山场景	探索昆仑山场景		60	100%	5	3	60%	10	0	80%	5	0	100%	5	20	20	20	20	3800									
451	游历！南屏山	江湖行	足迹	场景探索	南屏山场景	探索南屏山场景		60	100%	5	3	60%	10	0	80%	5	0	100%	5	20	20	20	20	3800									
452	游历！巴陵县	江湖行	足迹	场景探索	巴陵县场景	探索巴陵县场景		50	80%	5	3	60%	10	0	80%	5	0	80%	5	18	20	18	20	3000									
453	游历！瞿塘峡	江湖行	足迹	场景探索	瞿塘峡场景	探索瞿塘峡场景																		0									
454	从不下毒	江湖行	足迹	杀死场景精英	完成场景指定精英一系列成就	杀死以下精英		70	120%	10	51	140%	15	1	120%	5	0	100%	5	44	45	44	45	10400			称号断魂						
455	侠义！稻香村	江湖行	足迹	杀死场景精英	稻香村	杀死董虎		10	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	500									
456	侠义！少林	江湖行	足迹	杀死场景精英	少林地图场景	"杀死智慧王、娑摩静"		49	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	2900									
457	侠义！纯阳	江湖行	足迹	杀死场景精英	纯阳地图场景	杀死杨叶中、封秋蝉		49	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	2900									
458	侠义！万花	江湖行	足迹	杀死场景精英	万花地图场景	杀死方仲归、迦罗甲士和修罗甲士		49	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	2900									
459	侠义！七秀	江湖行	足迹	杀死场景精英	七秀地图场景	杀死陈剑聪、肖静儿		49	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	2900									
460	侠义！天策	江湖行	足迹	杀死场景精英	天策地图场景	杀死孙德柬、黄锦寿		49	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	2900									
461	侠义！洛阳	江湖行	足迹	杀死场景精英	洛阳城场景	杀死钱远山		30	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	1600									
462	侠义！长安	江湖行	足迹	杀死场景精英	长安城场景	杀死白萍		12	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	600									
463	侠义！扬州	江湖行	足迹	杀死场景精英	扬州城场景	杀死土肥原次郎		14	60%	5	3	60%	10	1	120%	5	1	100%	5	20	20	20	20	700									
464	侠义！洛道	江湖行	足迹	杀死场景精英	洛道场景	杀死沙利亚		45	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	2600									
465	侠义！龙门荒漠	江湖行	足迹	杀死场景精英	龙门荒漠场景	杀死牡丹		55	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	4200									
466	狩猎！昆仑山	江湖行	足迹	杀死场景精英	昆仑山场景	杀死九色鹿		60	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	4700									
467	狩猎！南屏山	江湖行	足迹	杀死场景精英	南屏山场景	杀死龙鱼		60	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	4700									
468	侠义！巴陵县	江湖行	足迹	杀死场景精英	巴陵县场景	杀死残豹		50	80%	5	3	60%	10	1	120%	5	1	120%	5	22	20	22	20	3000									
469	狩猎！瞿塘峡	江湖行	足迹	杀死场景精英	瞿塘峡场景	杀死七色鹿		66	100%	5	3	60%	10	1	120%	5	1	140%	5	24	25	24	25	5300									
470	抗倭义士	江湖行	足迹	江湖风云	杀死50个一刀流			50	80%	5	5	60%	10	0	80%	5	0	80%	5	18	20	18	20	3000									
471	抗倭英雄	江湖行	足迹	江湖风云	杀死100个一刀流			50	80%	5	10	80%	10	1	120%	5	0	80%	5	22	20	22	20	3000									
472	民族英雄	江湖行	足迹	江湖风云	杀死500个一刀流			70	120%	5	50	140%	10	1	120%	5	0	100%	5	31	30	31	30	6900									
473	阿里曼打击者	江湖行	足迹	江湖风云	杀死30个红衣教			40	80%	5	3	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
474	阿里曼摧毁者	江湖行	足迹	江湖风云	杀死50个红衣教			40	80%	5	5	60%	10	1	120%	5	0	80%	5	20	20	20	20	2200									
475	阿里曼屠戮者	江湖行	足迹	江湖风云	杀死100个红衣教			50	80%	5	10	80%	10	1	120%	5	0	80%	5	22	20	22	20	3000									
476	该出手时就出手	江湖行	足迹	江湖风云	杀死30个神策军			30	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	1200									
477	惊然出鞘	江湖行	足迹	江湖风云	杀死50个神策军			30	60%	5	5	60%	10	1	120%	5	0	60%	5	18	20	18	20	1600									
478	血路	江湖行	足迹	江湖风云	杀死100个神策军			50	80%	5	10	80%	10	1	120%	5	0	80%	5	22	20	22	20	3000									
479	久仰大名	江湖行	足迹	江湖风云	拜见五门派掌门	对玄正、李忘生、叶芷晴、东方宇轩、李承恩使用作揖		30	60%	5	3	60%	10	1	120%	5	0	100%	5	20	20	20	20	1600			称号前缀知礼						
480	拜见	江湖行	足迹	江湖风云	拜见知名人士	对王遗风、肖药儿使用作揖		45	60%	5	3	60%	10	1	120%	5	0	100%	5	20	20	20	20	2600									
481	拜见	江湖行	足迹	江湖风云	拜见知名人士	对陈和尚、陶寒亭、柳公子使用作揖		45	60%	5	3	60%	10	1	120%	5	0	100%	5	20	20	20	20	2600									
482	拜见	江湖行	足迹	江湖风云	拜见知名人士	对可人、司空仲平、影使用作揖		60	100%	5	3	60%	10	1	120%	5	0	100%	5	22	20	22	20	3800									
