Name	Kind	Camp	Series	Treasure	Treasure1	HeadImageSet	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	CuffType	BootType	ShoulderType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Skill2	Skill3	Skill4	Skill5	ActionScript	ActionTime	BreakTime	LevelScript	ExpParam	SkillExp	LifeParam	LifeReplenish	ARParam	DefenseParam	MinMeleeDamage	MaxMeleeDamage	MinRangeDamage	MaxRangeDamage	MinFireDamage	MaxFireDamage	MinColdDamage	MaxColdDamage	MinWindDamage	MaxWindDamage	MinLightingDamage	MaxLightingDamage	MinBlackDamage	MaxBlackDamage	MinPoisonDamage	MaxPoisonDamage	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	MeleeResist	RangeResist	FireResist	ColdResist	WindResist	LightResist	BlackResist	PoisonResist	ReviveFrame	Stature	DropRateFile	DropRateFile1	DropRateFile2	DropRateFile3	AIMaxTime	BarrierW	BarrierH	DeathScript	NpcColor	ReviveBuff	DeathBuff	GUID	LifeBarType	ShowLifePercent	NameColor	Blood			
·¨±¦23	0	6	0	1	1				14				tsm025	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦24	0	6	0	1	1				14				tsm026	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦25	0	6	0	1	1				14				tsm027	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦26	0	6	0	1	1				14				tsm028	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦27	0	6	0	1	1				14				tsm029	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦28	0	6	0	1	1				14				tsm030	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦29	0	6	0	1	1				14				tsm031	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦30	0	6	0	1	1				14				tsm032	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦31	0	6	0	1	1				14				tsm033	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦32	0	6	0	1	1				14				tsm034	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦33	0	6	0	1	1				14				tsm035	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦34	0	6	0	1	1				14				tsm036	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦35	0	6	0	1	1				14				tsm037	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦36	0	6	0	1	1				14				tsm038	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦37	0	6	0	1	1				14				tsm039	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦38	0	6	0	1	1				14				tsm040	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦39	0	6	0	1	1				14				tsm041	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦40	0	6	0	1	1				14				tsm042	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦41	0	6	0	1	1				14				tsm043	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦42	0	6	0	1	1				14				tsm044	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦43	0	6	0	1	1				14				tsm045	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦44	0	6	0	1	1				14				tsm046	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦45	0	6	0	1	1				14				tsm047	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦46	0	6	0	1	1				14				tsm048	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦47	0	6	0	1	1				14				tsm049	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦48	0	6	0	1	1				14				tsm050	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦49	0	6	0	1	1				14				tsm051	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦50	0	6	0	1	1				14				tsm052	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦51	0	6	0	1	1				14				tsm053	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦52	0	6	0	1	1				14				tsm054	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
·¨±¦53	0	6	0	1	1				14				tsm055	0	0	0	0	0	0	0	0	28	38	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,1,4	10,0,1,4	70,0,4,4000	0|0	100,0,1,0	100,0,1,-2	1,0,13,19	4,0,13,19															7	7	18	24	300	50	1500	1	60	40	30	20	10	0	0	50	50			0|0	0|0	0|0	0|0	0|0	0|0	1080	90	\settings\item\droprate\xuelang2.ini				20	1	1	\script\main.lua	0										
°½±û	3	6	0	1	1	NpcFace	baihetongzi		14				passerby001	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	95					20	1	1	\script\main.lua	0	3857									
°×º×Í¯×Ó	3	6	0	1	1	NpcFace	baihetongzi		14				passerby001	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	95					20	1	1	\script\main.lua	0	3857									
°×Á«Í¯×Ó	3	6	0	1	1	NpcFace	baihetongzi		14				passerby004	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	95					20	1	1	\script\main.lua	0	3857									
°×ÔÆÍ¯×Ó	3	6	0	1	1	NpcFace	baihetongzi		14				passerby004	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	95					20	1	1	\script\main.lua	0	3857									
°ØÀñ	3	6	0	1	1	NpcFace	chaogeneitingshiwei		14				passerby031	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	125					20	1	1	\script\main.lua	0	3857									
·Ñ÷ë	3	6	0	1	1	NpcFace	duyi		14				passerby035	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
±Ï¹«	3	6	0	1	1	NpcFace	bigan		14				passerby044	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	115					20	1	1	\script\main.lua	0	3857									
±Ï¹«¸ß	3	6	0	1	1	NpcFace	yunzhongzi		14				passerby013	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
±Ï»·	3	6	0	1	1	NpcFace	yuxugongguanzhu		14				passerby061	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
±ÌÏ¼Í¯×Ó	3	6	0	1	1	NpcFace	baihetongzi		14				passerby004	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	95					20	1	1	\script\main.lua	0	3857									
±å¼ª	3	6	0	1	1	NpcFace	yinhong		14				passerby064	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
±å½ðÁú	3	6	0	1	1	NpcFace	chaogeneitingshiwei		14				passerby031	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	125					20	1	1	\script\main.lua	0	3857									
²®´ï	3	6	0	1	1	NpcFace	duyi		14				passerby035	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
²®ÊÊ	3	6	0	1	1	NpcFace	yunzhongzi		14				passerby013	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
²®ÒÄ	3	6	0	1	1	NpcFace	yuxugongguanzhu		14				passerby061	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
²ÌÊå¶È	3	6	0	1	1	NpcFace	yinhong		14				passerby064	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
³¤¶ú¶¨¹âÏÉ	3	6	0	1	1	NpcFace	yuxugongguanzhu		14				passerby061	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
³£ê»	3	6	0	1	1	NpcFace	chaogeneitingshiwei		14				passerby031	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	125					20	1	1	\script\main.lua	0	3857									
³£ÐÅÈÊ	3	6	0	1	1	NpcFace	duyi		14				passerby035	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
êËÀ×	3	6	0	1	1	NpcFace	lihan		14				passerby058	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	130					20	1	1	\script\main.lua	0	3857									
êËÌï	3	6	0	1	1	NpcFace	wujian		14				passerby045	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	135					20	1	1	\script\main.lua	0	3857									
³¹µØ·òÈË	3	6	0	1	1	NpcFace	yuling		14				passerby053	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	120					20	1	1	\script\main.lua	0	3857									
³Â¸ý	3	6	0	1	1	NpcFace	chaogeneitingshiwei		14				passerby031	0	0	0	0	0	0	0	0	28	21	12	15	11	20						\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000000	0|0	100,3,0,10	100,6,0,10	100,1,0,0	100,3,0,0															3	3	20	20	300	50	1500	4	60	40	30	20	10	0	0	50	50			10|0	10|0	40|0	0|0	10|0	0|0	180	125					20	1	1	\script\main.lua	0	3857									
